,index,nltk_function,num_np_calls,np_calls,np_calls_w_args
1401,3465,/draw/util.py___repr__,0,[],[]
1402,3464,/draw/util.py__tags,0,[],[]
1403,3463,/draw/util.py_set_height,0,[],[]
1404,3482,/draw/util.py_mainloop,0,[],[]
1405,3484,/draw/util.py_find_dimentions,0,[],[]
1406,3417,/draw/util.py_set_child,0,[],[]
1407,3485,/draw/util.py_destroy,0,[],[]
1408,3504,/draw/util.py_pack,0,[],[]
1409,3503,/draw/util.py_remove_callback,0,[],[]
1410,3502,/draw/util.py_add_callback,0,[],[]
1411,3501,/draw/util.py_view,0,[],[]
1412,3500,/draw/util.py_markonly,0,[],[]
1413,3499,/draw/util.py_mark,0,[],[]
1414,3498,/draw/util.py_unmark,0,[],[]
1415,3497,/draw/util.py_set,0,[],[]
1416,3496,/draw/util.py_get,0,[],[]
1417,3495,/draw/util.py__item_repr,0,[],[]
1418,3494,/draw/util.py__init_colortags,0,[],[]
1419,3493,/draw/util.py___init__,0,[],[]
1420,3492,/draw/util.py__destroy,0,[],[]
1421,3491,/draw/util.py__apply,0,[],[]
1422,3490,/draw/util.py__ok,0,[],[]
1423,3489,/draw/util.py__cancel,0,[],[]
1424,3488,/draw/util.py__reset,0,[],[]
1425,3487,/draw/util.py___init__,0,[],[]
1426,3486,/draw/util.py_mainloop,0,[],[]
1427,3462,/draw/util.py_set_width,0,[],[]
1428,3461,/draw/util.py___init__,0,[],[]
1429,3460,/draw/util.py_insert_child,0,[],[]
1430,3459,/draw/util.py_remove_child,0,[],[]
1431,3436,/draw/util.py___getitem__,0,[],[]
1432,3435,/draw/util.py___setitem__,0,[],[]
1433,3434,/draw/util.py___init__,0,[],[]
1434,3433,/draw/util.py__tags,0,[],[]
1435,3432,/draw/util.py__update,0,[],[]
1436,3431,/draw/util.py___getitem__,0,[],[]
1437,3430,/draw/util.py___setitem__,0,[],[]
1438,3429,/draw/util.py___init__,0,[],[]
1439,3428,/draw/util.py__tags,0,[],[]
1440,3427,/draw/util.py__update,0,[],[]
1441,3426,/draw/util.py___getitem__,0,[],[]
1442,3425,/draw/util.py___setitem__,0,[],[]
1443,3424,/draw/util.py___init__,0,[],[]
1444,3423,/draw/util.py__tags,0,[],[]
1445,3422,/draw/util.py__update,0,[],[]
1446,3421,/draw/util.py___getitem__,0,[],[]
1447,3420,/draw/util.py___setitem__,0,[],[]
1448,3419,/draw/util.py___init__,0,[],[]
1449,3418,/draw/util.py___repr__,0,[],[]
1450,3437,/draw/util.py__update,0,[],[]
1451,3438,/draw/util.py__tags,0,[],[]
1452,3439,/draw/util.py___init__,0,[],[]
1453,3450,/draw/util.py___init__,0,[],[]
1454,3458,/draw/util.py_replace_child,0,[],[]
1455,3457,/draw/util.py___repr__,0,[],[]
1456,3456,/draw/util.py__manage,0,[],[]
1457,3455,/draw/util.py__update,0,[],[]
1458,3454,/draw/util.py__xalign,0,[],[]
1459,3453,/draw/util.py__tags,0,[],[]
1460,3452,/draw/util.py___getitem__,0,[],[]
1461,3451,/draw/util.py___setitem__,0,[],[]
1462,3449,/draw/util.py_insert_child,0,[],[]
1463,3440,/draw/util.py___setitem__,0,[],[]
1464,3448,/draw/util.py_remove_child,0,[],[]
1465,3447,/draw/util.py_replace_child,0,[],[]
1466,3446,/draw/util.py___repr__,0,[],[]
1467,3445,/draw/util.py__manage,0,[],[]
1468,3444,/draw/util.py__update,0,[],[]
1469,3443,/draw/util.py__yalign,0,[],[]
1470,3442,/draw/util.py__tags,0,[],[]
1471,3441,/draw/util.py___getitem__,0,[],[]
1472,4412,/corpus/reader/pros_cons.py__read_word_block,0,[],[]
1473,4414,/corpus/reader/chasen.py_words,0,[],[]
1474,2945,/sentiment/util.py_parse_tweets_set,0,[],[]
1475,5402,/test/unit/test_json_serialization.py_setUp,0,[],[]
1476,5400,/test/unit/test_concordance.py_test_concordance_print,0,[],[]
1477,5399,/test/unit/test_concordance.py_test_concordance_lines,0,[],[]
1478,5398,/test/unit/test_concordance.py_test_concordance_width,0,[],[]
1479,5397,/test/unit/test_concordance.py_test_concordance_list,0,[],[]
1480,5396,/test/unit/test_concordance.py_tearDown,0,[],[]
1481,5395,/test/unit/test_concordance.py_setUp,0,[],[]
1482,5394,/test/unit/test_concordance.py_tearDownClass,0,[],[]
1483,5393,/test/unit/test_concordance.py_setUpClass,0,[],[]
1484,5392,/test/unit/test_concordance.py_stdout_redirect,0,[],[]
1485,5391,/test/unit/test_cfd_mutation.py_test_increment,0,[],[]
1486,5390,/test/unit/test_cfd_mutation.py_test_plot,0,[],[]
1487,5389,/test/unit/test_cfd_mutation.py_test_tabulate,0,[],[]
1488,5388,/test/unit/test_json2csv_corpus.py_test_file_is_wrong,0,[],[]
1489,5387,/test/unit/test_json2csv_corpus.py_test_retweet_original_tweet,0,[],[]
1490,5386,/test/unit/test_json2csv_corpus.py_test_tweet_place_boundingbox,0,[],[]
1491,5385,/test/unit/test_json2csv_corpus.py_test_tweet_place,0,[],[]
1492,5384,/test/unit/test_json2csv_corpus.py_test_userurl,0,[],[]
1493,5383,/test/unit/test_json2csv_corpus.py_test_tweet_url,0,[],[]
1494,5382,/test/unit/test_json2csv_corpus.py_test_tweet_media,0,[],[]
1495,5401,/test/unit/test_concordance.py_strip_space,0,[],[]
1496,5403,/test/unit/test_json_serialization.py_test_default_tagger,0,[],[]
1497,5380,/test/unit/test_json2csv_corpus.py_test_tweet_hashtag,0,[],[]
1498,5404,/test/unit/test_json_serialization.py_test_regexp_tagger,0,[],[]
1499,5423,/test/unit/test_data.py_test_find_raises_exception_with_full_resource_name,0,[],[]
1500,5422,/test/unit/test_data.py_test_find_raises_exception,0,[],[]
1501,5421,/test/unit/test_wordnet.py_test_iterable_type_for_all_lemma_names,0,[],[]
1502,5420,/test/unit/test_wordnet.py_test_omw_lemma_no_trailing_underscore,0,[],[]
1503,5419,/test/unit/test_wordnet.py_test_wordnet_similarities,0,[],[]
1504,5418,/test/unit/test_wordnet.py_test_in_topic_domains,0,[],[]
1505,5417,/test/unit/test_wordnet.py_test_domains,0,[],[]
1506,5416,/test/unit/test_wordnet.py_test_lch,0,[],[]
1507,5415,/test/unit/test_wordnet.py_test_misc_relations,0,[],[]
1508,5414,/test/unit/test_wordnet.py_test_antonyms,0,[],[]
1509,5413,/test/unit/test_wordnet.py_test_meronyms_holonyms,0,[],[]
1510,5412,/test/unit/test_wordnet.py_test_derivationally_related_forms,0,[],[]
1511,5411,/test/unit/test_wordnet.py_test_hyperhyponyms,0,[],[]
1512,5410,/test/unit/test_wordnet.py_test_retrieve_synsets,0,[],[]
1513,5409,/test/unit/test_wordnet.py_test_retrieve_synset,0,[],[]
1514,5408,/test/unit/test_json_serialization.py_test_brill_tagger,0,[],[]
1515,5407,/test/unit/test_json_serialization.py_test_perceptron_tagger,0,[],[]
1516,5406,/test/unit/test_json_serialization.py_test_ngram_taggers,0,[],[]
1517,5405,/test/unit/test_json_serialization.py_test_affix_tagger,0,[],[]
1518,5381,/test/unit/test_json2csv_corpus.py_test_tweet_usermention,0,[],[]
1519,5379,/test/unit/test_json2csv_corpus.py_test_user_metadata,0,[],[]
1520,5425,/test/unit/test_classify.py_test_megam,0,[],[]
1521,5356,/lm/vocabulary.py_update,0,[],[]
1522,5354,/lm/vocabulary.py___init__,0,[],[]
1523,5353,/lm/vocabulary.py__string_lookup,0,[],[]
1524,5352,/lm/vocabulary.py__,0,[],[]
1525,5351,/lm/vocabulary.py__dispatched_lookup,0,[],[]
1526,5350,/lm/smoothing.py__continuation_counts,0,[],[]
1527,5349,/lm/smoothing.py_alpha_gamma,0,[],[]
1528,5348,/lm/smoothing.py_unigram_score,0,[],[]
1529,5347,/lm/smoothing.py___init__,0,[],[]
1530,5346,/lm/smoothing.py_unigram_score,0,[],[]
1531,5345,/lm/smoothing.py__gamma,0,[],[]
1532,5344,/lm/smoothing.py_alpha_gamma,0,[],[]
1533,5343,/lm/smoothing.py___init__,0,[],[]
1534,5342,/lm/smoothing.py_unigram_score,0,[],[]
1535,5341,/lm/smoothing.py__gamma,0,[],[]
1536,5340,/lm/smoothing.py_alpha_gamma,0,[],[]
1537,5339,/lm/smoothing.py___init__,0,[],[]
1538,5338,/lm/api.py_generate,0,[],[]
1539,5337,/lm/api.py_perplexity,0,[],[]
1540,5336,/lm/api.py_entropy,0,[],[]
1541,5355,/lm/vocabulary.py_cutoff,0,[],[]
1542,5357,/lm/vocabulary.py_lookup,0,[],[]
1543,5378,/test/unit/test_json2csv_corpus.py_test_tweet_metadata,0,[],[]
1544,5358,/lm/vocabulary.py___getitem__,0,[],[]
1545,5377,/test/unit/test_json2csv_corpus.py_test_textoutput,0,[],[]
1546,5376,/test/unit/test_json2csv_corpus.py_infile,0,[],[]
1547,5375,/test/unit/test_json2csv_corpus.py_files_are_identical,0,[],[]
1548,5374,/test/setup_fixt.py_check_jar,0,[],[]
1549,5373,/test/setup_fixt.py_check_binary,0,[],[]
1550,5372,/test/gensim_fixt.py_setup_module,0,[],[]
1551,5371,/test/gluesemantics_malt_fixt.py_setup_module,0,[],[]
1552,5370,/test/portuguese_en_fixt.py_setup_module,0,[],[]
1553,5369,/test/childes_fixt.py_setup_module,0,[],[]
1554,5368,/test/conftest.py_teardown_loaded_corpora,0,[],[]
1555,5367,/test/conftest.py_mock_plot,0,[],[]
1556,5366,/test/probability_fixt.py_setup_module,0,[],[]
1557,5365,/test/all.py_additional_tests,0,[],[]
1558,5364,/test/classify_fixt.py_setup_module,0,[],[]
1559,5363,/lm/vocabulary.py___str__,0,[],[]
1560,5362,/lm/vocabulary.py___eq__,0,[],[]
1561,5361,/lm/vocabulary.py___len__,0,[],[]
1562,5360,/lm/vocabulary.py___iter__,0,[],[]
1563,5359,/lm/vocabulary.py___contains__,0,[],[]
1564,5424,/test/unit/test_classify.py_assert_classifier_correct,0,[],[]
1565,5426,/test/unit/test_classify.py_test_tadm,0,[],[]
1566,5334,/lm/api.py_logscore,0,[],[]
1567,5494,/test/unit/test_stem.py_test_lowercase_option,0,[],[]
1568,5492,/test/unit/test_stem.py_test_vocabulary_original_mode,0,[],[]
1569,5491,/test/unit/test_stem.py_test_vocabulary_nltk_mode,0,[],[]
1570,5490,/test/unit/test_stem.py_test_vocabulary_martin_mode,0,[],[]
1571,5489,/test/unit/test_stem.py__test_against_expected_output,0,[],[]
1572,5488,/test/unit/test_stem.py__vocabulary,0,[],[]
1573,5487,/test/unit/test_stem.py_test_short_strings_bug,0,[],[]
1574,5486,/test/unit/test_stem.py_test_spanish,0,[],[]
1575,5485,/test/unit/test_stem.py_test_german,0,[],[]
1576,5484,/test/unit/test_stem.py_test_russian,0,[],[]
1577,5483,/test/unit/test_stem.py_test_arabic,0,[],[]
1578,5482,/test/unit/test_twitter_auth.py_test_correct_file,0,[],[]
1579,5481,/test/unit/test_twitter_auth.py_test_scenarios_that_should_raise_errors,0,[],[]
1580,5480,/test/unit/test_twitter_auth.py_test_environment,0,[],[]
1581,5479,/test/unit/test_twitter_auth.py_setup_class,0,[],[]
1582,5478,/test/unit/test_twitter_auth.py_auth,0,[],[]
1583,5477,/test/unit/test_metrics.py_test_lr_quadgram,0,[],[]
1584,5476,/test/unit/test_metrics.py_test_lr_trigram,0,[],[]
1585,5475,/test/unit/test_metrics.py_test_lr_bigram,0,[],[]
1586,5474,/test/unit/test_tokenize.py_test_punkt_train_no_punc,0,[],[]
1587,5493,/test/unit/test_stem.py_test_oed_bug,0,[],[]
1588,5495,/test/unit/test_downloader.py_test_downloader_using_existing_parent_download_dir,0,[],[]
1589,5472,/test/unit/test_tokenize.py_test_punkt_train,0,[],[]
1590,5496,/test/unit/test_downloader.py_test_downloader_using_non_existing_parent_download_dir,0,[],[]
1591,5515,/test/unit/test_disagreement.py_test_advanced2,0,[],[]
1592,5514,/test/unit/test_disagreement.py_test_advanced,0,[],[]
1593,5513,/test/unit/test_disagreement.py_test_easy2,0,[],[]
1594,5512,/test/unit/test_disagreement.py_test_easy,0,[],[]
1595,5511,/test/unit/test_bllip.py_test_tagged_parse_finds_matching_element,0,[],[]
1596,5510,/test/unit/test_bllip.py_test_parser_loads_a_valid_tree,0,[],[]
1597,5509,/test/unit/test_bllip.py_setup_module,0,[],[]
1598,5508,/test/unit/test_bllip.py_parser,0,[],[]
1599,5507,/test/unit/test_nombank.py_test_framefiles_fileids,0,[],[]
1600,5506,/test/unit/test_nombank.py_test_instance,0,[],[]
1601,5505,/test/unit/test_nombank.py_test_numbers,0,[],[]
1602,5504,/test/unit/test_corenlp.py_test_dependency_parser,0,[],[]
1603,5503,/test/unit/test_corenlp.py_test_parse,0,[],[]
1604,5502,/test/unit/test_corenlp.py_test_unexpected_tagtype,0,[],[]
1605,5501,/test/unit/test_corenlp.py_test_ner_tagger,0,[],[]
1606,5500,/test/unit/test_corenlp.py_test_pos_tagger,0,[],[]
1607,5499,/test/unit/test_corenlp.py_test_tokenize,0,[],[]
1608,5498,/test/unit/test_corenlp.py_teardown_module,0,[],[]
1609,5497,/test/unit/test_corenlp.py_setup_module,0,[],[]
1610,5473,/test/unit/test_tokenize.py_test_punkt_train_single_word,0,[],[]
1611,5471,/test/unit/test_tokenize.py_test_string_tokenizer,0,[],[]
1612,5427,/test/unit/test_ribes.py_test_ribes_empty_worder,0,[],[]
1613,5448,/test/unit/test_tokenize.py_test_syllable_tokenizer_numbers,0,[],[]
1614,5446,/test/unit/test_tokenize.py_test_tweet_tokenizer_expanded,0,[],[]
1615,5445,/test/unit/test_tokenize.py_test_tweet_tokenizer,0,[],[]
1616,5444,/test/unit/test_tokenize.py_load_stanford_segmenter,0,[],[]
1617,5443,/test/unit/test_aline.py_test_aline_delta,0,[],[]
1618,5442,/test/unit/test_aline.py_test_aline,0,[],[]
1619,5441,/test/unit/test_naivebayes.py_test_simple,0,[],[]
1620,5440,/test/unit/test_pos_tag.py_test_unspecified_lang,0,[],[]
1621,5439,/test/unit/test_pos_tag.py_test_pos_tag_unknown_lang,0,[],[]
1622,5438,/test/unit/test_pos_tag.py_test_pos_tag_rus_universal,0,[],[]
1623,5437,/test/unit/test_pos_tag.py_test_pos_tag_rus,0,[],[]
1624,5436,/test/unit/test_pos_tag.py_test_pos_tag_eng_universal,0,[],[]
1625,5435,/test/unit/test_pos_tag.py_test_pos_tag_eng,0,[],[]
1626,5434,/test/unit/test_distance.py_test_with_transpositions,0,[],[]
1627,5433,/test/unit/test_pl196x.py_test_corpus_reader,0,[],[]
1628,5432,/test/unit/test_freqdist.py_test_iterating_returns_an_iterator_ordered_by_frequency,0,[],[]
1629,5431,/test/unit/test_ribes.py_test_no_zero_div,0,[],[]
1630,5430,/test/unit/test_ribes.py_test_ribes,0,[],[]
1631,5429,/test/unit/test_ribes.py_test_ribes_two_worder,0,[],[]
1632,5428,/test/unit/test_ribes.py_test_ribes_one_worder,0,[],[]
1633,5447,/test/unit/test_tokenize.py_test_sonority_sequencing_syllable_tokenizer,0,[],[]
1634,5449,/test/unit/test_tokenize.py_test_legality_principle_syllable_tokenizer,0,[],[]
1635,5470,/test/unit/test_tokenize.py_test_sent_tokenize,0,[],[]
1636,5450,/test/unit/test_tokenize.py_test_stanford_segmenter_arabic,0,[],[]
1637,5469,/test/unit/test_tokenize.py_ExtLangVars,0,[],[]
1638,5468,/test/unit/test_tokenize.py_test_punkt_debug_decisions_custom_end,0,[],[]
1639,5467,/test/unit/test_tokenize.py_punkt_debug_decisions,0,[],[]
1640,5466,/test/unit/test_tokenize.py_test_punkt_tokenize_no_custom_lang_vars,0,[],[]
1641,5465,/test/unit/test_tokenize.py_BengaliLanguageVars,0,[],[]
1642,5464,/test/unit/test_tokenize.py_test_punkt_tokenize_custom_lang_vars,0,[],[]
1643,5463,/test/unit/test_tokenize.py_word_tokenize,0,[],[]
1644,5462,/test/unit/test_tokenize.py_TestPunktTokenizeWordsMock,0,[],[]
1645,5461,/test/unit/test_tokenize.py_test_punkt_tokenize_words_handles_stop_iteration_exception,0,[],[]
1646,5460,/test/unit/test_tokenize.py_test_punkt_pair_iter_handles_stop_iteration_exception,0,[],[]
1647,5459,/test/unit/test_tokenize.py_test_punkt_pair_iter,0,[],[]
1648,5458,/test/unit/test_tokenize.py_test_word_tokenize,0,[],[]
1649,5457,/test/unit/test_tokenize.py_test_treebank_span_tokenizer,0,[],[]
1650,5456,/test/unit/test_tokenize.py_test_remove_handle,0,[],[]
1651,5455,/test/unit/test_tokenize.py_test_pad_dotdot,0,[],[]
1652,5454,/test/unit/test_tokenize.py_test_pad_asterisk,0,[],[]
1653,5453,/test/unit/test_tokenize.py_test_emoji_tokenizer,0,[],[]
1654,5452,/test/unit/test_tokenize.py_test_phone_tokenizer,0,[],[]
1655,5451,/test/unit/test_tokenize.py_test_stanford_segmenter_chinese,0,[],[]
1656,5335,/lm/api.py_context_counts,0,[],[]
1657,5333,/lm/api.py_unmasked_score,0,[],[]
1658,5517,/test/unit/test_seekable_unicode_stream_reader.py_test_reader,0,[],[]
1659,5218,/cluster/em.py_cluster_vectorspace,0,[],[]
1660,5216,/cluster/em.py___init__,0,[],[]
1661,5215,/cluster/api.py_cluster_name,0,[],[]
1662,5214,/cluster/api.py_cluster_names,0,[],[]
1663,5213,/cluster/api.py_num_clusters,0,[],[]
1664,5212,/cluster/api.py_classification_probdist,0,[],[]
1665,5211,/cluster/api.py_likelihood,0,[],[]
1666,5210,/cluster/api.py_classify,0,[],[]
1667,5209,/cluster/api.py_cluster,0,[],[]
1668,5208,/cluster/util.py___repr__,0,[],[]
1669,5207,/cluster/util.py_format,0,[],[]
1670,5206,/cluster/util.py_show,0,[],[]
1671,5205,/cluster/util.py_groups,0,[],[]
1672,5204,/cluster/util.py_merge,0,[],[]
1673,5203,/cluster/util.py___init__,0,[],[]
1674,5202,/cluster/util.py___lt__,0,[],[]
1675,5201,/cluster/util.py_groups,0,[],[]
1676,5200,/cluster/util.py_leaves,0,[],[]
1677,5199,/cluster/util.py___init__,0,[],[]
1678,5198,/cluster/util.py_cosine_distance,0,[],[]
1679,5217,/cluster/em.py_num_clusters,0,[],[]
1680,5219,/cluster/em.py_classify_vectorspace,0,[],[]
1681,5196,/cluster/util.py__normalise,0,[],[]
1682,5220,/cluster/em.py_likelihood_vectorspace,0,[],[]
1683,5239,/twitter/util.py__validate_creds_file,0,[],[]
1684,5238,/twitter/util.py_load_creds,0,[],[]
1685,5237,/twitter/util.py___init__,0,[],[]
1686,5236,/twitter/util.py_credsfromfile,0,[],[]
1687,5235,/twitter/common.py__write_to_file,0,[],[]
1688,5234,/twitter/common.py_get_header_field_list,0,[],[]
1689,5233,/twitter/common.py_json2csv_entities,0,[],[]
1690,5232,/twitter/common.py__outf_writer,0,[],[]
1691,5231,/twitter/common.py_outf_writer_compat,0,[],[]
1692,5230,/twitter/common.py_json2csv,0,[],[]
1693,5229,/twitter/common.py__get_entity_recursive,0,[],[]
1694,5228,/twitter/common.py__get_key_value_composed,0,[],[]
1695,5227,/twitter/common.py__is_composed_key,0,[],[]
1696,5226,/twitter/common.py__add_field_to_out,0,[],[]
1697,5225,/twitter/common.py_extract_fields,0,[],[]
1698,5224,/cluster/em.py_demo,0,[],[]
1699,5223,/cluster/em.py___repr__,0,[],[]
1700,5222,/cluster/em.py__loglikelihood,0,[],[]
1701,5221,/cluster/em.py__gaussian,0,[],[]
1702,5197,/cluster/util.py_euclidean_distance,0,[],[]
1703,5195,/cluster/util.py_vector,0,[],[]
1704,5241,/twitter/util.py_guess_path,0,[],[]
1705,5172,/cluster/kmeans.py_num_clusters,0,[],[]
1706,5170,/cluster/kmeans.py__cluster_vectorspace,0,[],[]
1707,5169,/cluster/kmeans.py_cluster_vectorspace,0,[],[]
1708,5168,/cluster/kmeans.py___init__,0,[],[]
1709,5167,/tokenize/treebank.py_detokenize,0,[],[]
1710,5166,/tokenize/treebank.py_tokenize,0,[],[]
1711,5165,/tokenize/treebank.py_span_tokenize,0,[],[]
1712,5164,/tokenize/treebank.py_tokenize,0,[],[]
1713,5163,/tokenize/simple.py_line_tokenize,0,[],[]
1714,5162,/tokenize/simple.py_span_tokenize,0,[],[]
1715,5161,/tokenize/simple.py_tokenize,0,[],[]
1716,5160,/tokenize/simple.py___init__,0,[],[]
1717,5159,/tokenize/simple.py_span_tokenize,0,[],[]
1718,5158,/tokenize/simple.py_tokenize,0,[],[]
1719,5157,/tokenize/nist.py_international_tokenize,0,[],[]
1720,5156,/tokenize/nist.py_tokenize,0,[],[]
1721,5155,/tokenize/nist.py_lang_independent_sub,0,[],[]
1722,5154,/tokenize/mwe.py_tokenize,0,[],[]
1723,5153,/tokenize/mwe.py_add_mwe,0,[],[]
1724,5152,/tokenize/mwe.py___init__,0,[],[]
1725,5171,/cluster/kmeans.py_classify_vectorspace,0,[],[]
1726,5173,/cluster/kmeans.py_means,0,[],[]
1727,5194,/cluster/util.py_likelihood_vectorspace,0,[],[]
1728,5174,/cluster/kmeans.py__sum_distances,0,[],[]
1729,5193,/cluster/util.py_likelihood,0,[],[]
1730,5192,/cluster/util.py_classify_vectorspace,0,[],[]
1731,5191,/cluster/util.py_classify,0,[],[]
1732,5190,/cluster/util.py_cluster_vectorspace,0,[],[]
1733,5189,/cluster/util.py_cluster,0,[],[]
1734,5188,/cluster/util.py___init__,0,[],[]
1735,5187,/cluster/gaac.py_demo,0,[],[]
1736,5186,/cluster/gaac.py___repr__,0,[],[]
1737,5185,/cluster/gaac.py_num_clusters,0,[],[]
1738,5184,/cluster/gaac.py_dendrogram,0,[],[]
1739,5183,/cluster/gaac.py_classify_vectorspace,0,[],[]
1740,5182,/cluster/gaac.py_update_clusters,0,[],[]
1741,5181,/cluster/gaac.py__merge_similarities,0,[],[]
1742,5180,/cluster/gaac.py_cluster_vectorspace,0,[],[]
1743,5179,/cluster/gaac.py_cluster,0,[],[]
1744,5178,/cluster/gaac.py___init__,0,[],[]
1745,5177,/cluster/kmeans.py_demo,0,[],[]
1746,5176,/cluster/kmeans.py___repr__,0,[],[]
1747,5175,/cluster/kmeans.py__centroid,0,[],[]
1748,5240,/twitter/util.py_add_access_token,0,[],[]
1749,5242,/twitter/twitter_demo.py_verbose,0,[],[]
1750,5332,/lm/api.py_score,0,[],[]
1751,5310,/lm/models.py___init__,0,[],[]
1752,5308,/lm/models.py_unmasked_score,0,[],[]
1753,5307,/lm/models.py___init__,0,[],[]
1754,5306,/lm/models.py_unmasked_score,0,[],[]
1755,5305,/lm/util.py_log_base2,0,[],[]
1756,5304,/lm/preprocessing.py_padded_everygram_pipeline,0,[],[]
1757,5303,/lm/preprocessing.py_padded_everygrams,0,[],[]
1758,5302,/chat/rude.py_demo,0,[],[]
1759,5301,/chat/rude.py_rude_chat,0,[],[]
1760,5300,/chat/eliza.py_demo,0,[],[]
1761,5299,/chat/eliza.py_eliza_chat,0,[],[]
1762,5298,/chat/zen.py_demo,0,[],[]
1763,5297,/chat/zen.py_zen_chat,0,[],[]
1764,5296,/chat/util.py_converse,0,[],[]
1765,5295,/chat/util.py_respond,0,[],[]
1766,5294,/chat/util.py__wildcards,0,[],[]
1767,5293,/chat/util.py__compile_reflections,0,[],[]
1768,5292,/chat/util.py___init__,0,[],[]
1769,5291,/chat/suntsu.py_demo,0,[],[]
1770,5290,/chat/suntsu.py_suntsu_chat,0,[],[]
1771,5309,/lm/models.py___init__,0,[],[]
1772,5311,/lm/models.py_unmasked_score,0,[],[]
1773,5288,/chat/iesha.py_iesha_chat,0,[],[]
1774,5312,/lm/models.py___init__,0,[],[]
1775,5331,/lm/api.py_fit,0,[],[]
1776,5330,/lm/api.py___init__,0,[],[]
1777,5329,/lm/api.py__weighted_choice,0,[],[]
1778,5328,/lm/api.py__random_generator,0,[],[]
1779,5327,/lm/api.py__mean,0,[],[]
1780,5326,/lm/api.py_alpha_gamma,0,[],[]
1781,5325,/lm/api.py_unigram_score,0,[],[]
1782,5324,/lm/api.py___init__,0,[],[]
1783,5323,/lm/counter.py___contains__,0,[],[]
1784,5322,/lm/counter.py___len__,0,[],[]
1785,5321,/lm/counter.py___str__,0,[],[]
1786,5320,/lm/counter.py___getitem__,0,[],[]
1787,5319,/lm/counter.py_N,0,[],[]
1788,5318,/lm/counter.py_update,0,[],[]
1789,5317,/lm/counter.py___init__,0,[],[]
1790,5316,/lm/models.py___init__,0,[],[]
1791,5315,/lm/models.py___init__,0,[],[]
1792,5314,/lm/models.py___init__,0,[],[]
1793,5313,/lm/models.py_unmasked_score,0,[],[]
1794,5289,/chat/iesha.py_demo,0,[],[]
1795,5287,/chat/__init__.py_chatbots,0,[],[]
1796,5243,/twitter/twitter_demo.py_with_formatting,0,[],[]
1797,5264,/twitter/twitterclient.py___init__,0,[],[]
1798,5262,/twitter/api.py_on_finish,0,[],[]
1799,5261,/twitter/api.py_handle,0,[],[]
1800,5260,/twitter/api.py___init__,0,[],[]
1801,5259,/twitter/api.py_do_continue,0,[],[]
1802,5258,/twitter/api.py___init__,0,[],[]
1803,5257,/twitter/api.py_utcoffset,0,[],[]
1804,5256,/twitter/twitter_demo.py_expand_tweetids_demo,0,[],[]
1805,5255,/twitter/twitter_demo.py_corpusreader_demo,0,[],[]
1806,5254,/twitter/twitter_demo.py_limit_by_time_demo,0,[],[]
1807,5253,/twitter/twitter_demo.py_streamtofile_demo,0,[],[]
1808,5252,/twitter/twitter_demo.py_followtoscreen_demo,0,[],[]
1809,5251,/twitter/twitter_demo.py_lookup_by_userid_demo,0,[],[]
1810,5250,/twitter/twitter_demo.py_tweets_by_user_demo,0,[],[]
1811,5249,/twitter/twitter_demo.py_search_demo,0,[],[]
1812,5248,/twitter/twitter_demo.py_tracktoscreen_demo,0,[],[]
1813,5247,/twitter/twitter_demo.py_sampletoscreen_demo,0,[],[]
1814,5246,/twitter/twitter_demo.py_twitterclass_demo,0,[],[]
1815,5245,/twitter/twitter_demo.py_setup,0,[],[]
1816,5244,/twitter/twitter_demo.py_yesterday,0,[],[]
1817,5263,/twitter/api.py_check_date_limit,0,[],[]
1818,5265,/twitter/twitterclient.py_register,0,[],[]
1819,5286,/twitter/twitterclient.py__restart_file,0,[],[]
1820,5266,/twitter/twitterclient.py_on_success,0,[],[]
1821,5285,/twitter/twitterclient.py_do_continue,0,[],[]
1822,5284,/twitter/twitterclient.py_on_finish,0,[],[]
1823,5283,/twitter/twitterclient.py_handle,0,[],[]
1824,5282,/twitter/twitterclient.py_timestamped_file,0,[],[]
1825,5281,/twitter/twitterclient.py___init__,0,[],[]
1826,5280,/twitter/twitterclient.py_on_finish,0,[],[]
1827,5279,/twitter/twitterclient.py_handle,0,[],[]
1828,5278,/twitter/twitterclient.py_tweets,0,[],[]
1829,5277,/twitter/twitterclient.py___init__,0,[],[]
1830,5276,/twitter/twitterclient.py_user_tweets,0,[],[]
1831,5275,/twitter/twitterclient.py_user_info_from_id,0,[],[]
1832,5274,/twitter/twitterclient.py_search_tweets,0,[],[]
1833,5273,/twitter/twitterclient.py__search_tweets,0,[],[]
1834,5272,/twitter/twitterclient.py_expand_tweetids,0,[],[]
1835,5271,/twitter/twitterclient.py_register,0,[],[]
1836,5270,/twitter/twitterclient.py___init__,0,[],[]
1837,5269,/twitter/twitterclient.py_filter,0,[],[]
1838,5268,/twitter/twitterclient.py_sample,0,[],[]
1839,5267,/twitter/twitterclient.py_on_error,0,[],[]
1840,5516,/test/unit/test_seekable_unicode_stream_reader.py_check_reader,0,[],[]
1841,5518,/test/unit/test_seekable_unicode_stream_reader.py_test_reader_stream_closes_when_deleted,0,[],[]
1842,5150,/tokenize/destructive.py_tokenize,0,[],[]
1843,5771,/classify/rte_classify.py_rte_features,0,[],[]
1844,5769,/classify/rte_classify.py__ne,0,[],[]
1845,5768,/classify/rte_classify.py_hyp_extra,0,[],[]
