pandas_function,coverage,np_calls_count,partial_ak_coverage_sum,np_calls_array,function_ak_array
/core/arrays/string_.py_na_value,1.0,0,0,[],[]
/core/arrays/string_.py_searchsorted,1.0,0,0,[],[]
/core/arrays/string_.py_tolist,1.0,0,0,[],[]
/core/arrays/string_.py_type,1.0,0,0,[],[]
/core/arrays/string_.py_value_counts,1.0,0,0,[],[]
/core/arrays/string_arrow.py___getattribute__,1.0,0,0,[],[]
/core/arrays/string_arrow.py___init__,1.0,0,0,[],[]
/core/arrays/string_arrow.py___len__,1.0,0,0,[],[]
/core/arrays/string_arrow.py__box_pa_array,1.0,0,0,[],[]
/core/arrays/string_arrow.py__box_pa_scalar,1.0,0,0,[],[]
/core/arrays/string_arrow.py__chk_pyarrow_available,1.0,0,0,[],[]
/core/arrays/string_arrow.py__cmp_method,0.0,1,0,['bool_'],[]
/core/arrays/string_arrow.py__convert_int_dtype,1.0,2,2,['int64' 'int32'],['dtypes.int64' 'dtypes.int32']
/core/arrays/string_arrow.py__from_sequence,1.0,0,0,[],[]
/core/arrays/string_arrow.py__from_sequence_of_strings,1.0,0,0,[],[]
/core/arrays/string_arrow.py__maybe_convert_setitem_value,1.0,1,1,['array'],['pdarraycreation.array']
/core/arrays/string_arrow.py__rank,1.0,0,0,[],[]
/core/arrays/string_arrow.py__reduce,1.0,0,0,[],[]
/core/arrays/string_arrow.py__result_converter,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_contains,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_count,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_endswith,1.0,2,2,['zeros' 'zeros'],['pdarraycreation.zeros' 'array_api._creation_functions.zeros']
/core/arrays/string_arrow.py__str_find,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_fullmatch,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_get_dummies,0.67,3,2,['int64' 'vstack' 'empty'],['dtypes.int64' 'array_api._creation_functions.empty']
/core/arrays/string_arrow.py__str_isalnum,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_isalpha,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_isdecimal,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_isdigit,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_islower,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_isnumeric,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_isspace,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_istitle,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_isupper,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_len,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_lower,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_lstrip,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_map,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_match,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_removeprefix,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_removesuffix,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_repeat,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_replace,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_rstrip,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_slice,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_startswith,1.0,2,2,['zeros' 'zeros'],['array_api._creation_functions.zeros' 'pdarraycreation.zeros']
/core/arrays/string_arrow.py__str_strip,1.0,0,0,[],[]
/core/arrays/string_arrow.py__str_upper,1.0,0,0,[],[]
/core/arrays/string_arrow.py_astype,0.33,3,1,['issubdtype' 'floating' 'dtype'],['dtypes.dtype']
/core/arrays/string_arrow.py_dtype,1.0,0,0,[],[]
/core/arrays/string_arrow.py_insert,1.0,0,0,[],[]
/core/arrays/string_arrow.py_isin,0.75,4,3,['zeros' 'bool_' 'array' 'zeros'],"['array_api._creation_functions.zeros' 'pdarraycreation.array'
 'pdarraycreation.zeros']"
/core/arrays/string_arrow.py_value_counts,1.0,0,0,[],[]
/core/arrays/timedeltas.py___abs__,0.0,1,0,['abs'],[]
/core/arrays/timedeltas.py___divmod__,1.0,0,0,[],[]
/core/arrays/timedeltas.py___floordiv__,1.0,3,3,['asarray' 'concatenate' 'concatenate'],"['array_api._creation_functions.asarray' 'util.concatenate'
 'pdarraysetops.concatenate']"
/core/arrays/timedeltas.py___iter__,1.0,0,0,[],[]
/core/arrays/timedeltas.py___mod__,1.0,0,0,[],[]
/core/arrays/timedeltas.py___mul__,1.0,1,1,['array'],['pdarraycreation.array']
/core/arrays/timedeltas.py___neg__,1.0,0,0,[],[]
/core/arrays/timedeltas.py___pos__,1.0,0,0,[],[]
/core/arrays/timedeltas.py___rdivmod__,1.0,0,0,[],[]
/core/arrays/timedeltas.py___rfloordiv__,1.0,1,1,['array'],['pdarraycreation.array']
/core/arrays/timedeltas.py___rmod__,1.0,0,0,[],[]
/core/arrays/timedeltas.py___rtruediv__,1.0,1,1,['array'],['pdarraycreation.array']
/core/arrays/timedeltas.py___truediv__,1.0,3,3,['concatenate' 'asarray' 'concatenate'],"['util.concatenate' 'array_api._creation_functions.asarray'
 'pdarraysetops.concatenate']"
/core/arrays/timedeltas.py__accumulate,1.0,0,0,[],[]
/core/arrays/timedeltas.py__add_offset,1.0,0,0,[],[]
/core/arrays/timedeltas.py__box_func,0.0,1,0,['timedelta64'],[]
/core/arrays/timedeltas.py__cast_divlike_op,1.0,1,1,['array'],['pdarraycreation.array']
/core/arrays/timedeltas.py__check_compatible_with,1.0,0,0,[],[]
/core/arrays/timedeltas.py__field_accessor,1.0,0,0,[],[]
/core/arrays/timedeltas.py__format_native_types,1.0,0,0,[],[]
/core/arrays/timedeltas.py__formatter,1.0,0,0,[],[]
/core/arrays/timedeltas.py__from_sequence,1.0,0,0,[],[]
/core/arrays/timedeltas.py__from_sequence_not_strict,1.0,0,0,[],[]
/core/arrays/timedeltas.py__generate_range,1.0,0,0,[],[]
/core/arrays/timedeltas.py__ints_to_td64ns,0.5,2,1,['int64' 'ndarray'],['dtypes.int64']
/core/arrays/timedeltas.py__objects_to_td64ns,1.0,0,0,[],[]
/core/arrays/timedeltas.py__scalar_divlike_op,1.0,2,2,['float64' 'empty'],['dtypes.float64' 'array_api._creation_functions.empty']
/core/arrays/timedeltas.py__scalar_from_string,1.0,0,0,[],[]
/core/arrays/timedeltas.py__scalar_type,1.0,0,0,[],[]
/core/arrays/timedeltas.py__simple_new,0.5,2,1,['dtype' 'timedelta64'],['dtypes.dtype']
/core/arrays/timedeltas.py__unbox_scalar,0.0,1,0,['timedelta64'],[]
/core/arrays/timedeltas.py__validate_dtype,1.0,0,0,[],[]
/core/arrays/timedeltas.py__validate_td64_dtype,0.5,2,1,['dtype' 'timedelta64'],['dtypes.dtype']
/core/arrays/timedeltas.py__vector_divlike_op,0.5,4,2,['putmask' 'asarray' 'ndarray' 'float64'],['array_api._creation_functions.asarray' 'dtypes.float64']
/core/arrays/timedeltas.py_astype,1.0,0,0,[],[]
/core/arrays/timedeltas.py_components,1.0,0,0,[],[]
/core/arrays/timedeltas.py_dtype,0.5,2,1,['timedelta64' 'dtype'],['dtypes.dtype']
/core/arrays/timedeltas.py_f,0.0,1,0,['ndarray'],[]
/core/arrays/timedeltas.py_sequence_to_td64ns,1.0,0,0,[],[]
/core/arrays/timedeltas.py_std,1.0,0,0,[],[]
/core/arrays/timedeltas.py_sum,1.0,0,0,[],[]
/core/arrays/timedeltas.py_to_pytimedelta,0.0,1,0,['object_'],[]
/core/arrays/timedeltas.py_total_seconds,1.0,3,3,['arange' 'arange' 'float64'],"['pdarraycreation.arange' 'array_api._creation_functions.arange'
 'dtypes.float64']"
/core/base.py___getitem__,0.0,1,0,['ndarray'],[]
/core/base.py___iter__,0.0,1,0,['ndarray'],[]
/core/base.py___len__,1.0,0,0,[],[]
/core/base.py___repr__,1.0,0,0,[],[]
/core/base.py___setattr__,1.0,0,0,[],[]
/core/base.py___sizeof__,1.0,0,0,[],[]
/core/base.py__arith_method,0.67,3,2,['errstate' 'arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/core/base.py__construct_result,1.0,0,0,[],[]
/core/base.py__constructor,1.0,0,0,[],[]
/core/base.py__duplicated,0.0,1,0,['bool_'],[]
/core/base.py__freeze,1.0,0,0,[],[]
/core/base.py__gotitem,1.0,0,0,[],[]
/core/base.py__infer_selection,1.0,0,0,[],[]
/core/base.py__map_values,1.0,0,0,[],[]
/core/base.py__memory_usage,0.0,1,0,['ndarray'],[]
/core/base.py__obj_with_exclusions,1.0,0,0,[],[]
/core/base.py__reset_cache,1.0,0,0,[],[]
/core/base.py__selected_obj,1.0,0,0,[],[]
/core/base.py__selection_list,0.0,1,0,['ndarray'],[]
/core/base.py__values,0.0,1,0,['ndarray'],[]
/core/base.py_aggregate,1.0,0,0,[],[]
/core/base.py_argmax,1.0,0,0,[],[]
/core/base.py_argmin,1.0,0,0,[],[]
/core/base.py_array,1.0,0,0,[],[]
/core/base.py_drop_duplicates,1.0,0,0,[],[]
/core/base.py_dtype,1.0,0,0,[],[]
/core/base.py_empty,1.0,0,0,[],[]
/core/base.py_factorize,1.0,0,0,[],[]
/core/base.py_hasnans,1.0,0,0,[],[]
/core/base.py_is_monotonic_decreasing,1.0,0,0,[],[]
/core/base.py_is_monotonic_increasing,1.0,0,0,[],[]
/core/base.py_is_unique,1.0,0,0,[],[]
/core/base.py_item,1.0,0,0,[],[]
/core/base.py_nbytes,1.0,0,0,[],[]
/core/base.py_ndim,1.0,0,0,[],[]
/core/base.py_nunique,1.0,0,0,[],[]
/core/base.py_searchsorted,1.0,0,0,[],[]
/core/base.py_shape,1.0,0,0,[],[]
/core/base.py_size,1.0,0,0,[],[]
/core/base.py_to_numpy,1.0,0,0,[],[]
/core/base.py_tolist,1.0,0,0,[],[]
/core/base.py_transpose,1.0,0,0,[],[]
/core/base.py_unique,0.0,1,0,['ndarray'],[]
/core/base.py_value_counts,1.0,0,0,[],[]
/core/common.py_all_none,1.0,0,0,[],[]
/core/common.py_all_not_none,1.0,0,0,[],[]
/core/common.py_any_none,1.0,0,0,[],[]
/core/common.py_any_not_none,1.0,0,0,[],[]
/core/common.py_apply_if_callable,1.0,0,0,[],[]
/core/common.py_asarray_tuplesafe,0.33,3,1,['asarray' 'VisibleDeprecationWarning' 'object_'],['array_api._creation_functions.asarray']
/core/common.py_cast_scalar_indexer,1.0,0,0,[],[]
/core/common.py_consensus_name_attr,1.0,0,0,[],[]
/core/common.py_convert_to_list_like,1.0,0,0,[],[]
/core/common.py_count_not_none,1.0,0,0,[],[]
/core/common.py_f,1.0,0,0,[],[]
/core/common.py_fill_missing_names,1.0,0,0,[],[]
/core/common.py_flatten,1.0,0,0,[],[]
/core/common.py_get_callable_name,1.0,0,0,[],[]
/core/common.py_get_cython_func,1.0,0,0,[],[]
/core/common.py_get_rename_function,1.0,0,0,[],[]
/core/common.py_index_labels_to_array,0.0,1,0,['ndarray'],[]
/core/common.py_is_bool_indexer,0.33,3,1,['object_' 'ndarray' 'asarray'],['array_api._creation_functions.asarray']
/core/common.py_is_builtin_func,1.0,0,0,[],[]
/core/common.py_is_empty_slice,1.0,0,0,[],[]
/core/common.py_is_full_slice,1.0,0,0,[],[]
/core/common.py_is_null_slice,1.0,0,0,[],[]
/core/common.py_is_true_slices,1.0,0,0,[],[]
/core/common.py_maybe_iterable_to_list,1.0,0,0,[],[]
/core/common.py_maybe_make_list,1.0,0,0,[],[]
/core/common.py_not_none,1.0,0,0,[],[]
/core/common.py_pipe,1.0,0,0,[],[]
/core/common.py_random_state,0.0,7,0,"['random.RandomState' 'random.BitGenerator' 'random' 'random.Generator'
 'random.' 'random.Generator.' 'ndarray']",[]
/core/common.py_require_length_match,1.0,0,0,[],[]
/core/common.py_standardize_mapping,1.0,0,0,[],[]
/core/common.py_temp_setattr,1.0,0,0,[],[]
/core/computation/align.py__align_core,1.0,2,2,['log10' 'log10'],['array_api._elementwise_functions.log10' 'numeric.log10']
/core/computation/align.py__align_core_single_unary_op,1.0,0,0,[],[]
/core/computation/align.py__any_pandas_objects,1.0,0,0,[],[]
/core/computation/align.py__filter_special_cases,1.0,0,0,[],[]
/core/computation/align.py__zip_axes_from_type,1.0,0,0,[],[]
/core/computation/align.py_align_terms,1.0,1,1,['result_type'],['array_api._data_type_functions.result_type']
/core/computation/align.py_reconstruct_object,0.5,4,2,['bool_' 'result_type' 'ndarray' 'array'],['array_api._data_type_functions.result_type' 'pdarraycreation.array']
/core/computation/align.py_wrapper,1.0,0,0,[],[]
/core/computation/common.py_ensure_decoded,0.0,1,0,['bytes_'],[]
/core/computation/common.py_result_type_many,1.0,1,1,['result_type'],['array_api._data_type_functions.result_type']
/core/computation/engines.py___init__,1.0,0,0,[],[]
/core/computation/engines.py__check_ne_builtin_clash,1.0,0,0,[],[]
/core/computation/engines.py__evaluate,1.0,0,0,[],[]
/core/computation/engines.py__is_aligned,1.0,0,0,[],[]
/core/computation/engines.py_convert,1.0,0,0,[],[]
/core/computation/engines.py_evaluate,1.0,0,0,[],[]
/core/computation/eval.py__check_engine,1.0,0,0,[],[]
/core/computation/eval.py__check_expression,1.0,0,0,[],[]
/core/computation/eval.py__check_for_locals,1.0,0,0,[],[]
/core/computation/eval.py__check_parser,1.0,0,0,[],[]
/core/computation/eval.py__check_resolvers,1.0,0,0,[],[]
/core/computation/eval.py__convert_expression,1.0,0,0,[],[]
/core/computation/eval.py_eval,1.0,0,0,[],[]
/core/computation/expr.py___call__,1.0,0,0,[],[]
/core/computation/expr.py___init__,1.0,0,0,[],[]
/core/computation/expr.py___len__,1.0,0,0,[],[]
/core/computation/expr.py___repr__,1.0,0,0,[],[]
/core/computation/expr.py__compose,1.0,0,0,[],[]
/core/computation/expr.py__filter_nodes,1.0,0,0,[],[]
/core/computation/expr.py__maybe_downcast_constants,1.0,2,2,['float32' 'dtype'],['dtypes.float32' 'dtypes.dtype']
/core/computation/expr.py__maybe_eval,1.0,0,0,[],[]
/core/computation/expr.py__maybe_evaluate_binop,1.0,0,0,[],[]
/core/computation/expr.py__maybe_transform_eq_ne,1.0,0,0,[],[]
/core/computation/expr.py__node_not_implemented,1.0,0,0,[],[]
/core/computation/expr.py__op_maker,1.0,0,0,[],[]
/core/computation/expr.py__preparse,1.0,0,0,[],[]
/core/computation/expr.py__replace_booleans,1.0,0,0,[],[]
/core/computation/expr.py__replace_locals,1.0,0,0,[],[]
/core/computation/expr.py__rewrite_assign,1.0,0,0,[],[]
/core/computation/expr.py__rewrite_membership_op,1.0,0,0,[],[]
/core/computation/expr.py__try_visit_binop,1.0,0,0,[],[]
/core/computation/expr.py_add_ops,1.0,0,0,[],[]
/core/computation/expr.py_assigner,1.0,0,0,[],[]
/core/computation/expr.py_disallow,1.0,0,0,[],[]
/core/computation/expr.py_disallowed,1.0,0,0,[],[]
/core/computation/expr.py_f,1.0,0,0,[],[]
/core/computation/expr.py_names,1.0,0,0,[],[]
/core/computation/expr.py_parse,1.0,0,0,[],[]
/core/computation/expr.py_translate_In,1.0,0,0,[],[]
/core/computation/expr.py_visit,1.0,0,0,[],[]
/core/computation/expr.py_visit_Assign,1.0,0,0,[],[]
/core/computation/expr.py_visit_Attribute,1.0,0,0,[],[]
/core/computation/expr.py_visit_BinOp,1.0,0,0,[],[]
/core/computation/expr.py_visit_BoolOp,1.0,0,0,[],[]
/core/computation/expr.py_visit_Call,1.0,0,0,[],[]
/core/computation/expr.py_visit_Compare,1.0,0,0,[],[]
/core/computation/expr.py_visit_Constant,1.0,0,0,[],[]
/core/computation/expr.py_visit_Expr,1.0,0,0,[],[]
/core/computation/expr.py_visit_Index,1.0,0,0,[],[]
/core/computation/expr.py_visit_List,1.0,0,0,[],[]
/core/computation/expr.py_visit_Module,1.0,0,0,[],[]
/core/computation/expr.py_visit_Name,1.0,0,0,[],[]
/core/computation/expr.py_visit_NameConstant,1.0,0,0,[],[]
/core/computation/expr.py_visit_Num,1.0,0,0,[],[]
/core/computation/expr.py_visit_Slice,1.0,0,0,[],[]
/core/computation/expr.py_visit_Str,1.0,0,0,[],[]
/core/computation/expr.py_visit_Subscript,1.0,0,0,[],[]
/core/computation/expr.py_visit_UnaryOp,1.0,0,0,[],[]
/core/computation/expr.py_visitor,1.0,0,0,[],[]
/core/computation/expressions.py__bool_arith_fallback,1.0,0,0,[],[]
/core/computation/expressions.py__can_use_numexpr,1.0,0,0,[],[]
/core/computation/expressions.py__evaluate_numexpr,1.0,0,0,[],[]
/core/computation/expressions.py__evaluate_standard,1.0,0,0,[],[]
/core/computation/expressions.py__has_bool_dtype,0.0,1,0,['bool_'],[]
/core/computation/expressions.py__store_test_result,1.0,0,0,[],[]
/core/computation/expressions.py__where_numexpr,1.0,0,0,[],[]
/core/computation/expressions.py__where_standard,1.0,2,2,['where' 'where'],['numeric.where' 'array_api._searching_functions.where']
/core/computation/expressions.py_evaluate,1.0,0,0,[],[]
/core/computation/expressions.py_get_test_result,1.0,0,0,[],[]
/core/computation/expressions.py_set_numexpr_threads,1.0,0,0,[],[]
/core/computation/expressions.py_set_test_mode,1.0,0,0,[],[]
/core/computation/expressions.py_set_use_numexpr,1.0,0,0,[],[]
/core/computation/expressions.py_where,0.0,1,0,['ndarray'],[]
/core/computation/ops.py___call__,1.0,0,0,[],[]
/core/computation/ops.py___init__,1.0,2,2,['float64' 'float32'],['dtypes.float64' 'dtypes.float32']
/core/computation/ops.py___iter__,1.0,0,0,[],[]
/core/computation/ops.py___new__,1.0,0,0,[],[]
/core/computation/ops.py___repr__,1.0,0,0,[],[]
/core/computation/ops.py__cast_inplace,1.0,1,1,['dtype'],['dtypes.dtype']
/core/computation/ops.py__disallow_scalar_only_bool_ops,0.0,1,0,['bool_'],[]
/core/computation/ops.py__in,1.0,0,0,[],[]
/core/computation/ops.py__not_in,1.0,0,0,[],[]
/core/computation/ops.py__resolve_name,1.0,0,0,[],[]
/core/computation/ops.py_convert_values,1.0,0,0,[],[]
/core/computation/ops.py_evaluate,1.0,0,0,[],[]
/core/computation/ops.py_has_invalid_return_type,1.0,1,1,['dtype'],['dtypes.dtype']
/core/computation/ops.py_is_datetime,0.0,1,0,['datetime64'],[]
/core/computation/ops.py_is_scalar,1.0,0,0,[],[]
/core/computation/ops.py_is_term,1.0,0,0,[],[]
/core/computation/ops.py_isnumeric,0.5,2,1,['dtype' 'number'],['dtypes.dtype']
/core/computation/ops.py_local_name,1.0,0,0,[],[]
/core/computation/ops.py_name,1.0,0,0,[],[]
/core/computation/ops.py_ndim,1.0,0,0,[],[]
/core/computation/ops.py_operand_types,1.0,0,0,[],[]
/core/computation/ops.py_raw,1.0,0,0,[],[]
/core/computation/ops.py_return_type,0.5,2,1,['dtype' 'bool_'],['dtypes.dtype']
/core/computation/ops.py_stringify,1.0,0,0,[],[]
/core/computation/ops.py_type,1.0,0,0,[],[]
/core/computation/ops.py_update,1.0,0,0,[],[]
/core/computation/ops.py_value,1.0,0,0,[],[]
/core/computation/parsing.py_clean_backtick_quoted_toks,1.0,0,0,[],[]
/core/computation/parsing.py_clean_column_name,1.0,0,0,[],[]
/core/computation/parsing.py_create_valid_python_identifier,1.0,0,0,[],[]
/core/computation/parsing.py_tokenize_backtick_quoted_string,1.0,0,0,[],[]
/core/computation/parsing.py_tokenize_string,1.0,0,0,[],[]
/core/computation/pytables.py___init__,1.0,0,0,[],[]
/core/computation/pytables.py___new__,1.0,0,0,[],[]
/core/computation/pytables.py___repr__,1.0,0,0,[],[]
/core/computation/pytables.py__disallow_scalar_only_bool_ops,1.0,0,0,[],[]
/core/computation/pytables.py__resolve_name,1.0,0,0,[],[]
/core/computation/pytables.py__rewrite_membership_op,1.0,0,0,[],[]
/core/computation/pytables.py__validate_where,1.0,0,0,[],[]
/core/computation/pytables.py_conform,0.0,1,0,['ndarray'],[]
/core/computation/pytables.py_convert_value,1.0,0,0,[],[]
/core/computation/pytables.py_convert_values,1.0,0,0,[],[]
/core/computation/pytables.py_evaluate,1.0,0,0,[],[]
/core/computation/pytables.py_format,1.0,0,0,[],[]
/core/computation/pytables.py_generate,1.0,0,0,[],[]
/core/computation/pytables.py_invert,1.0,0,0,[],[]
/core/computation/pytables.py_is_in_table,1.0,0,0,[],[]
/core/computation/pytables.py_is_valid,1.0,0,0,[],[]
/core/computation/pytables.py_kind,1.0,0,0,[],[]
/core/computation/pytables.py_maybe_expression,1.0,0,0,[],[]
/core/computation/pytables.py_meta,1.0,0,0,[],[]
/core/computation/pytables.py_metadata,1.0,0,0,[],[]
/core/computation/pytables.py_pr,1.0,0,0,[],[]
/core/computation/pytables.py_prune,1.0,0,0,[],[]
/core/computation/pytables.py_stringify,1.0,0,0,[],[]
/core/computation/pytables.py_tostring,1.0,0,0,[],[]
/core/computation/pytables.py_translate_In,1.0,0,0,[],[]
/core/computation/pytables.py_value,1.0,0,0,[],[]
/core/computation/pytables.py_visit_Assign,1.0,0,0,[],[]
/core/computation/pytables.py_visit_Attribute,1.0,0,0,[],[]
/core/computation/pytables.py_visit_Index,1.0,0,0,[],[]
/core/computation/pytables.py_visit_Subscript,1.0,0,0,[],[]
/core/computation/pytables.py_visit_UnaryOp,1.0,0,0,[],[]
/core/computation/scope.py___delitem__,1.0,0,0,[],[]
/core/computation/scope.py___init__,1.0,0,0,[],[]
/core/computation/scope.py___repr__,1.0,0,0,[],[]
/core/computation/scope.py___setitem__,1.0,0,0,[],[]
/core/computation/scope.py__get_pretty_string,1.0,0,0,[],[]
/core/computation/scope.py__get_vars,1.0,0,0,[],[]
/core/computation/scope.py__raw_hex_id,1.0,0,0,[],[]
/core/computation/scope.py__replacer,1.0,0,0,[],[]
/core/computation/scope.py__update,1.0,0,0,[],[]
/core/computation/scope.py_add_tmp,1.0,0,0,[],[]
/core/computation/scope.py_ensure_scope,1.0,0,0,[],[]
/core/computation/scope.py_full_scope,1.0,0,0,[],[]
/core/computation/scope.py_has_resolvers,1.0,0,0,[],[]
/core/computation/scope.py_ntemps,1.0,0,0,[],[]
/core/computation/scope.py_resolve,1.0,0,0,[],[]
/core/computation/scope.py_swapkey,1.0,0,0,[],[]
/core/config_init.py_is_terminal,1.0,0,0,[],[]
/core/config_init.py_register_converter_cb,1.0,0,0,[],[]
/core/config_init.py_register_plotting_backend_cb,1.0,0,0,[],[]
/core/config_init.py_table_schema_cb,1.0,0,0,[],[]
/core/config_init.py_use_bottleneck_cb,1.0,0,0,[],[]
/core/config_init.py_use_inf_as_na_cb,1.0,0,0,[],[]
/core/config_init.py_use_numba_cb,1.0,0,0,[],[]
/core/config_init.py_use_numexpr_cb,1.0,0,0,[],[]
/core/construction.py__maybe_repeat,1.0,0,0,[],[]
/core/construction.py__sanitize_ndim,1.0,0,0,[],[]
/core/construction.py__sanitize_non_ordered,1.0,0,0,[],[]
/core/construction.py__sanitize_str_dtypes,0.5,2,1,['ndarray' 'dtype'],['dtypes.dtype']
/core/construction.py__try_cast,0.5,2,1,['ndarray' 'dtype'],['dtypes.dtype']
/core/construction.py_array,1.0,0,0,[],[]
/core/construction.py_ensure_wrapped_if_datetimelike,0.0,1,0,['ndarray'],[]
/core/construction.py_extract_array,1.0,0,0,[],[]
/core/construction.py_range_to_ndarray,0.67,3,2,['ndarray' 'arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/core/construction.py_sanitize_array,1.0,0,0,[],[]
/core/construction.py_sanitize_masked_array,0.5,2,1,['ndarray' 'dtype'],['dtypes.dtype']
/core/dtypes/astype.py__astype_float_to_int_nansafe,0.5,2,1,['dtype' 'ndarray'],['dtypes.dtype']
/core/dtypes/astype.py__astype_nansafe,0.5,2,1,['dtype' 'ndarray'],['dtypes.dtype']
/core/dtypes/astype.py_astype_array,0.67,3,2,['dtype' 'array' 'ndarray'],['dtypes.dtype' 'pdarraycreation.array']
/core/dtypes/astype.py_astype_array_safe,1.0,0,0,[],[]
/core/dtypes/astype.py_astype_is_view,1.0,1,1,['dtype'],['dtypes.dtype']
/core/dtypes/base.py___eq__,1.0,0,0,[],[]
/core/dtypes/base.py___hash__,1.0,0,0,[],[]
/core/dtypes/base.py___init__,1.0,0,0,[],[]
/core/dtypes/base.py___ne__,1.0,0,0,[],[]
/core/dtypes/base.py___repr__,1.0,0,0,[],[]
/core/dtypes/base.py___str__,1.0,0,0,[],[]
/core/dtypes/base.py__can_fast_transpose,1.0,0,0,[],[]
/core/dtypes/base.py__can_hold_na,1.0,0,0,[],[]
/core/dtypes/base.py__get_common_dtype,1.0,1,1,['dtype'],['dtypes.dtype']
/core/dtypes/base.py__is_boolean,1.0,0,0,[],[]
/core/dtypes/base.py__is_immutable,1.0,0,0,[],[]
/core/dtypes/base.py__is_numeric,1.0,0,0,[],[]
/core/dtypes/base.py__supports_2d,1.0,0,0,[],[]
/core/dtypes/base.py_construct_array_type,1.0,0,0,[],[]
/core/dtypes/base.py_construct_from_string,1.0,0,0,[],[]
/core/dtypes/base.py_empty,1.0,0,0,[],[]
/core/dtypes/base.py_find,1.0,0,0,[],[]
/core/dtypes/base.py_index_class,1.0,0,0,[],[]
/core/dtypes/base.py_is_dtype,1.0,1,1,['dtype'],['dtypes.dtype']
/core/dtypes/base.py_kind,1.0,0,0,[],[]
/core/dtypes/base.py_na_value,1.0,0,0,[],[]
/core/dtypes/base.py_name,1.0,0,0,[],[]
/core/dtypes/base.py_names,1.0,0,0,[],[]
/core/dtypes/base.py_register,1.0,0,0,[],[]
/core/dtypes/base.py_register_extension_dtype,1.0,0,0,[],[]
/core/dtypes/base.py_type,1.0,0,0,[],[]
/core/dtypes/cast.py__disallow_mismatched_datetimelike,1.0,1,1,['array'],['pdarraycreation.array']
/core/dtypes/cast.py__dtype_can_hold_range,1.0,1,1,['dtype'],['dtypes.dtype']
/core/dtypes/cast.py__ensure_dtype_type,0.5,2,1,['dtype' 'complex64_'],['dtypes.dtype']
/core/dtypes/cast.py__ensure_nanosecond_dtype,1.0,1,1,['dtype'],['dtypes.dtype']
/core/dtypes/cast.py__maybe_box_and_unbox_datetimelike,1.0,0,0,[],[]
/core/dtypes/cast.py__maybe_cast_to_extension_array,1.0,0,0,[],[]
/core/dtypes/cast.py__maybe_infer_dtype_type,1.0,2,2,['asarray' 'dtype'],['array_api._creation_functions.asarray' 'dtypes.dtype']
/core/dtypes/cast.py__maybe_promote,0.18,11,2,"['object_' 'min_scalar_type' 'timedelta64' 'integer' 'datetime_data'
 'floating' 'datetime64' 'dtype' 'promote_types' 'float64' 'bool_']",['dtypes.dtype' 'dtypes.float64']
/core/dtypes/cast.py__maybe_promote_cached,1.0,0,0,[],[]
/core/dtypes/cast.py__maybe_unbox_datetimelike,1.0,0,0,[],[]
/core/dtypes/cast.py_can_hold_element,0.5,2,1,['ndarray' 'dtype'],['dtypes.dtype']
/core/dtypes/cast.py_coerce_indexer_dtype,0.0,1,0,['ndarray'],[]
/core/dtypes/cast.py_common_dtype_categorical_compat,1.0,0,0,[],[]
/core/dtypes/cast.py_construct_1d_arraylike_from_scalar,1.0,0,0,[],[]
/core/dtypes/cast.py_construct_1d_object_array_from_listlike,0.5,2,1,['empty' 'ndarray'],['array_api._creation_functions.empty']
/core/dtypes/cast.py_construct_2d_arraylike_from_scalar,1.0,1,1,['dtype'],['dtypes.dtype']
/core/dtypes/cast.py_convert_dtypes,1.0,0,0,[],[]
/core/dtypes/cast.py_dict_compat,1.0,0,0,[],[]
/core/dtypes/cast.py_ensure_dtype_can_hold_na,1.0,2,2,['dtype' 'float64'],['dtypes.dtype' 'dtypes.float64']
/core/dtypes/cast.py_find_common_type,1.0,1,1,['dtype'],['dtypes.dtype']
