nltk_function,coverage,np_calls_count,partial_ak_coverage_sum,np_calls_array,function_ak_array
/corpus/reader/pl196x.py_words,1.0,0,0,[],[]
/corpus/reader/pl196x.py_xml,1.0,0,0,[],[]
/corpus/reader/plaintext.py___init__,1.0,0,0,[],[]
/corpus/reader/plaintext.py__read_para_block,1.0,0,0,[],[]
/corpus/reader/plaintext.py__read_sent_block,1.0,0,0,[],[]
/corpus/reader/plaintext.py__read_word_block,1.0,0,0,[],[]
/corpus/reader/plaintext.py_chapters,1.0,0,0,[],[]
/corpus/reader/plaintext.py_paras,1.0,0,0,[],[]
/corpus/reader/plaintext.py_sents,1.0,0,0,[],[]
/corpus/reader/plaintext.py_words,1.0,0,0,[],[]
/corpus/reader/ppattach.py___init__,1.0,0,0,[],[]
/corpus/reader/ppattach.py___repr__,1.0,0,0,[],[]
/corpus/reader/ppattach.py__read_obj_block,1.0,0,0,[],[]
/corpus/reader/ppattach.py__read_tuple_block,1.0,0,0,[],[]
/corpus/reader/ppattach.py_attachments,1.0,0,0,[],[]
/corpus/reader/ppattach.py_tuples,1.0,0,0,[],[]
/corpus/reader/propbank.py___eq__,1.0,0,0,[],[]
/corpus/reader/propbank.py___init__,1.0,0,0,[],[]
/corpus/reader/propbank.py___lt__,1.0,0,0,[],[]
/corpus/reader/propbank.py___ne__,1.0,0,0,[],[]
/corpus/reader/propbank.py___repr__,1.0,0,0,[],[]
/corpus/reader/propbank.py___str__,1.0,0,0,[],[]
/corpus/reader/propbank.py__get_tree,1.0,0,0,[],[]
/corpus/reader/propbank.py_baseform,1.0,0,0,[],[]
/corpus/reader/propbank.py_lines,1.0,0,0,[],[]
/corpus/reader/propbank.py_parse,1.0,0,0,[],[]
/corpus/reader/propbank.py_predid,1.0,0,0,[],[]
/corpus/reader/propbank.py_roleset,1.0,0,0,[],[]
/corpus/reader/propbank.py_rolesets,1.0,0,0,[],[]
/corpus/reader/propbank.py_select,1.0,0,0,[],[]
/corpus/reader/propbank.py_sensenumber,1.0,0,0,[],[]
/corpus/reader/propbank.py_treepos,1.0,0,0,[],[]
/corpus/reader/propbank.py_verbs,1.0,0,0,[],[]
/corpus/reader/pros_cons.py___init__,1.0,0,0,[],[]
/corpus/reader/pros_cons.py__read_sent_block,1.0,0,0,[],[]
/corpus/reader/pros_cons.py__read_word_block,1.0,0,0,[],[]
/corpus/reader/pros_cons.py_sents,1.0,0,0,[],[]
/corpus/reader/pros_cons.py_words,1.0,0,0,[],[]
/corpus/reader/reviews.py___init__,1.0,0,0,[],[]
/corpus/reader/reviews.py___repr__,1.0,0,0,[],[]
/corpus/reader/reviews.py__read_features,1.0,0,0,[],[]
/corpus/reader/reviews.py__read_review_block,1.0,0,0,[],[]
/corpus/reader/reviews.py__read_sent_block,1.0,0,0,[],[]
/corpus/reader/reviews.py__read_word_block,1.0,0,0,[],[]
/corpus/reader/reviews.py_add_line,1.0,0,0,[],[]
/corpus/reader/reviews.py_features,1.0,0,0,[],[]
/corpus/reader/reviews.py_reviews,1.0,0,0,[],[]
/corpus/reader/reviews.py_sents,1.0,0,0,[],[]
/corpus/reader/reviews.py_words,1.0,0,0,[],[]
/corpus/reader/rte.py___init__,1.0,0,0,[],[]
/corpus/reader/rte.py___repr__,1.0,0,0,[],[]
/corpus/reader/rte.py__read_etree,1.0,0,0,[],[]
/corpus/reader/rte.py_norm,1.0,0,0,[],[]
/corpus/reader/rte.py_pairs,1.0,0,0,[],[]
/corpus/reader/semcor.py___init__,1.0,0,0,[],[]
/corpus/reader/semcor.py__all_xmlwords_in,1.0,0,0,[],[]
/corpus/reader/semcor.py__items,1.0,0,0,[],[]
/corpus/reader/semcor.py__word,1.0,0,0,[],[]
/corpus/reader/semcor.py__words,1.0,0,0,[],[]
/corpus/reader/semcor.py_chunk_sents,1.0,0,0,[],[]
/corpus/reader/semcor.py_chunks,1.0,0,0,[],[]
/corpus/reader/semcor.py_handle_elt,1.0,0,0,[],[]
/corpus/reader/semcor.py_handle_sent,1.0,0,0,[],[]
/corpus/reader/semcor.py_handle_word,1.0,0,0,[],[]
/corpus/reader/semcor.py_sents,1.0,0,0,[],[]
/corpus/reader/semcor.py_tagged_chunks,1.0,0,0,[],[]
/corpus/reader/semcor.py_tagged_sents,1.0,0,0,[],[]
/corpus/reader/semcor.py_words,1.0,0,0,[],[]
/corpus/reader/senseval.py___init__,1.0,0,0,[],[]
/corpus/reader/senseval.py___repr__,1.0,0,0,[],[]
/corpus/reader/senseval.py__entry,1.0,0,0,[],[]
/corpus/reader/senseval.py__fixXML,1.0,0,0,[],[]
/corpus/reader/senseval.py__parse_instance,1.0,0,0,[],[]
/corpus/reader/senseval.py_instances,1.0,0,0,[],[]
/corpus/reader/senseval.py_read_block,1.0,0,0,[],[]
/corpus/reader/sentiwordnet.py___init__,1.0,0,0,[],[]
/corpus/reader/sentiwordnet.py___repr__,1.0,0,0,[],[]
/corpus/reader/sentiwordnet.py___str__,1.0,0,0,[],[]
/corpus/reader/sentiwordnet.py_all_senti_synsets,1.0,0,0,[],[]
/corpus/reader/sentiwordnet.py_neg_score,1.0,0,0,[],[]
/corpus/reader/sentiwordnet.py_obj_score,1.0,0,0,[],[]
/corpus/reader/sentiwordnet.py_pos_score,1.0,0,0,[],[]
/corpus/reader/sentiwordnet.py_senti_synset,1.0,0,0,[],[]
/corpus/reader/sinica_treebank.py__parse,1.0,0,0,[],[]
/corpus/reader/sinica_treebank.py__read_block,1.0,0,0,[],[]
/corpus/reader/sinica_treebank.py__tag,1.0,0,0,[],[]
/corpus/reader/sinica_treebank.py__word,1.0,0,0,[],[]
/corpus/reader/string_category.py___init__,1.0,0,0,[],[]
/corpus/reader/string_category.py__read_tuple_block,1.0,0,0,[],[]
/corpus/reader/string_category.py_tuples,1.0,0,0,[],[]
/corpus/reader/switchboard.py___init__,1.0,0,0,[],[]
/corpus/reader/switchboard.py___repr__,1.0,0,0,[],[]
/corpus/reader/switchboard.py__discourses_block_reader,1.0,0,0,[],[]
/corpus/reader/switchboard.py__parse_utterance,1.0,0,0,[],[]
/corpus/reader/switchboard.py__tagged_discourses_block_reader,1.0,0,0,[],[]
/corpus/reader/switchboard.py__tagged_turns_block_reader,1.0,0,0,[],[]
/corpus/reader/switchboard.py__tagged_words_block_reader,1.0,0,0,[],[]
/corpus/reader/switchboard.py__turns_block_reader,1.0,0,0,[],[]
/corpus/reader/switchboard.py__words_block_reader,1.0,0,0,[],[]
/corpus/reader/switchboard.py_discourses,1.0,0,0,[],[]
/corpus/reader/switchboard.py_tagged_discourses,1.0,0,0,[],[]
/corpus/reader/switchboard.py_tagged_discourses_block_reader,1.0,0,0,[],[]
/corpus/reader/switchboard.py_tagged_turns,1.0,0,0,[],[]
/corpus/reader/switchboard.py_tagged_turns_block_reader,1.0,0,0,[],[]
/corpus/reader/switchboard.py_tagged_words,1.0,0,0,[],[]
/corpus/reader/switchboard.py_tagged_words_block_reader,1.0,0,0,[],[]
/corpus/reader/switchboard.py_turns,1.0,0,0,[],[]
/corpus/reader/switchboard.py_words,1.0,0,0,[],[]
/corpus/reader/tagged.py___init__,1.0,0,0,[],[]
/corpus/reader/tagged.py__read_block,1.0,0,0,[],[]
/corpus/reader/tagged.py_paras,1.0,0,0,[],[]
/corpus/reader/tagged.py_read_block,1.0,0,0,[],[]
/corpus/reader/tagged.py_sents,1.0,0,0,[],[]
/corpus/reader/tagged.py_tagged_paras,1.0,0,0,[],[]
/corpus/reader/tagged.py_tagged_sents,1.0,0,0,[],[]
/corpus/reader/tagged.py_tagged_words,1.0,0,0,[],[]
/corpus/reader/tagged.py_words,1.0,0,0,[],[]
/corpus/reader/timit.py___init__,1.0,0,0,[],[]
/corpus/reader/timit.py___repr__,1.0,0,0,[],[]
/corpus/reader/timit.py__utterance_fileids,1.0,0,0,[],[]
/corpus/reader/timit.py_audiodata,1.0,0,0,[],[]
/corpus/reader/timit.py_fileids,1.0,0,0,[],[]
/corpus/reader/timit.py_phone_times,1.0,0,0,[],[]
/corpus/reader/timit.py_phone_trees,1.0,0,0,[],[]
/corpus/reader/timit.py_phones,1.0,0,0,[],[]
/corpus/reader/timit.py_play,1.0,0,0,[],[]
/corpus/reader/timit.py_read_timit_block,1.0,0,0,[],[]
/corpus/reader/timit.py_sent_times,1.0,0,0,[],[]
/corpus/reader/timit.py_sentid,1.0,0,0,[],[]
/corpus/reader/timit.py_sents,1.0,0,0,[],[]
/corpus/reader/timit.py_spkrid,1.0,0,0,[],[]
/corpus/reader/timit.py_spkrinfo,1.0,0,0,[],[]
/corpus/reader/timit.py_spkrutteranceids,1.0,0,0,[],[]
/corpus/reader/timit.py_transcription_dict,1.0,0,0,[],[]
/corpus/reader/timit.py_utterance,1.0,0,0,[],[]
/corpus/reader/timit.py_utteranceids,1.0,0,0,[],[]
/corpus/reader/timit.py_wav,1.0,0,0,[],[]
/corpus/reader/timit.py_word_times,1.0,0,0,[],[]
/corpus/reader/timit.py_words,1.0,0,0,[],[]
/corpus/reader/toolbox.py_demo,1.0,0,0,[],[]
/corpus/reader/toolbox.py_entries,1.0,0,0,[],[]
/corpus/reader/toolbox.py_fields,1.0,0,0,[],[]
/corpus/reader/toolbox.py_words,1.0,0,0,[],[]
/corpus/reader/toolbox.py_xml,1.0,0,0,[],[]
/corpus/reader/twitter.py___init__,1.0,0,0,[],[]
/corpus/reader/twitter.py__read_tweets,1.0,0,0,[],[]
/corpus/reader/twitter.py_docs,1.0,0,0,[],[]
/corpus/reader/twitter.py_strings,1.0,0,0,[],[]
/corpus/reader/twitter.py_tokenized,1.0,0,0,[],[]
/corpus/reader/udhr.py___init__,1.0,0,0,[],[]
/corpus/reader/util.py___add__,1.0,0,0,[],[]
/corpus/reader/util.py___del__,1.0,0,0,[],[]
/corpus/reader/util.py___enter__,1.0,0,0,[],[]
/corpus/reader/util.py___exit__,1.0,0,0,[],[]
/corpus/reader/util.py___getitem__,1.0,0,0,[],[]
/corpus/reader/util.py___init__,1.0,0,0,[],[]
/corpus/reader/util.py___len__,1.0,0,0,[],[]
/corpus/reader/util.py___mul__,1.0,0,0,[],[]
/corpus/reader/util.py___radd__,1.0,0,0,[],[]
/corpus/reader/util.py___rmul__,1.0,0,0,[],[]
/corpus/reader/util.py__open,1.0,0,0,[],[]
/corpus/reader/util.py__parse_sexpr_block,1.0,0,0,[],[]
/corpus/reader/util.py__path_from,1.0,0,0,[],[]
/corpus/reader/util.py__sub_space,1.0,0,0,[],[]
/corpus/reader/util.py_cache_to_tempfile,1.0,0,0,[],[]
/corpus/reader/util.py_close,1.0,0,0,[],[]
/corpus/reader/util.py_find_corpus_fileids,1.0,0,0,[],[]
/corpus/reader/util.py_iterate_from,1.0,0,0,[],[]
/corpus/reader/util.py_read_alignedsent_block,1.0,0,0,[],[]
/corpus/reader/util.py_read_blankline_block,1.0,0,0,[],[]
/corpus/reader/util.py_read_block,1.0,0,0,[],[]
/corpus/reader/util.py_read_line_block,1.0,0,0,[],[]
/corpus/reader/util.py_read_regexp_block,1.0,0,0,[],[]
/corpus/reader/util.py_read_sexpr_block,1.0,0,0,[],[]
/corpus/reader/util.py_read_whitespace_block,1.0,0,0,[],[]
/corpus/reader/util.py_read_wordpunct_block,1.0,0,0,[],[]
/corpus/reader/util.py_tagged_treebank_para_block_reader,1.0,0,0,[],[]
/corpus/reader/util.py_write,1.0,0,0,[],[]
/corpus/reader/verbnet.py___init__,1.0,0,0,[],[]
/corpus/reader/verbnet.py__get_description_within_frame,1.0,0,0,[],[]
/corpus/reader/verbnet.py__get_example_within_frame,1.0,0,0,[],[]
/corpus/reader/verbnet.py__get_semantics_within_frame,1.0,0,0,[],[]
/corpus/reader/verbnet.py__get_syntactic_list_within_frame,1.0,0,0,[],[]
/corpus/reader/verbnet.py__index,1.0,0,0,[],[]
/corpus/reader/verbnet.py__index_helper,1.0,0,0,[],[]
/corpus/reader/verbnet.py__pprint_description_within_frame,1.0,0,0,[],[]
/corpus/reader/verbnet.py__pprint_example_within_frame,1.0,0,0,[],[]
/corpus/reader/verbnet.py__pprint_semantics_within_frame,1.0,0,0,[],[]
/corpus/reader/verbnet.py__pprint_single_frame,1.0,0,0,[],[]
/corpus/reader/verbnet.py__pprint_syntax_within_frame,1.0,0,0,[],[]
/corpus/reader/verbnet.py__quick_index,1.0,0,0,[],[]
/corpus/reader/verbnet.py_classids,1.0,0,0,[],[]
/corpus/reader/verbnet.py_fileids,1.0,0,0,[],[]
/corpus/reader/verbnet.py_frames,1.0,0,0,[],[]
/corpus/reader/verbnet.py_lemmas,1.0,0,0,[],[]
/corpus/reader/verbnet.py_longid,1.0,0,0,[],[]
/corpus/reader/verbnet.py_pprint,1.0,0,0,[],[]
/corpus/reader/verbnet.py_pprint_frames,1.0,0,0,[],[]
/corpus/reader/verbnet.py_pprint_members,1.0,0,0,[],[]
/corpus/reader/verbnet.py_pprint_subclasses,1.0,0,0,[],[]
/corpus/reader/verbnet.py_pprint_themroles,1.0,0,0,[],[]
/corpus/reader/verbnet.py_shortid,1.0,0,0,[],[]
/corpus/reader/verbnet.py_subclasses,1.0,0,0,[],[]
/corpus/reader/verbnet.py_themroles,1.0,0,0,[],[]
/corpus/reader/verbnet.py_vnclass,1.0,0,0,[],[]
/corpus/reader/verbnet.py_wordnetids,1.0,0,0,[],[]
/corpus/reader/wordlist.py_chars,1.0,0,0,[],[]
/corpus/reader/wordlist.py_entries,1.0,0,0,[],[]
/corpus/reader/wordlist.py_words,1.0,0,0,[],[]
/corpus/reader/wordnet.py___eq__,1.0,0,0,[],[]
/corpus/reader/wordnet.py___hash__,1.0,0,0,[],[]
/corpus/reader/wordnet.py___init__,1.0,0,0,[],[]
/corpus/reader/wordnet.py___lt__,1.0,0,0,[],[]
/corpus/reader/wordnet.py___ne__,1.0,0,0,[],[]
/corpus/reader/wordnet.py___repr__,1.0,0,0,[],[]
/corpus/reader/wordnet.py__compute_max_depth,1.0,0,0,[],[]
/corpus/reader/wordnet.py__data_file,1.0,0,0,[],[]
/corpus/reader/wordnet.py__doc,1.0,0,0,[],[]
/corpus/reader/wordnet.py__get_pos,1.0,0,0,[],[]
/corpus/reader/wordnet.py__hypernyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py__instance_hypernyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py__iter_hypernym_lists,1.0,0,0,[],[]
/corpus/reader/wordnet.py__lcs_ic,1.0,0,0,[],[]
/corpus/reader/wordnet.py__load_exception_map,1.0,0,0,[],[]
/corpus/reader/wordnet.py__load_lang_data,1.0,0,0,[],[]
/corpus/reader/wordnet.py__load_lemma_pos_offset_map,1.0,0,0,[],[]
/corpus/reader/wordnet.py__morphy,1.0,0,0,[],[]
/corpus/reader/wordnet.py__needs_root,1.0,0,0,[],[]
/corpus/reader/wordnet.py__next_token,1.0,0,0,[],[]
/corpus/reader/wordnet.py__related,1.0,0,0,[],[]
/corpus/reader/wordnet.py__shortest_hypernym_paths,1.0,0,0,[],[]
/corpus/reader/wordnet.py__synset_from_pos_and_line,1.0,0,0,[],[]
/corpus/reader/wordnet.py__synset_from_pos_and_offset,1.0,0,0,[],[]
/corpus/reader/wordnet.py_add_exomw,1.0,0,0,[],[]
/corpus/reader/wordnet.py_add_lemma,1.0,0,0,[],[]
/corpus/reader/wordnet.py_add_omw,1.0,0,0,[],[]
/corpus/reader/wordnet.py_add_provs,1.0,0,0,[],[]
/corpus/reader/wordnet.py_all_eng_synsets,1.0,0,0,[],[]
/corpus/reader/wordnet.py_all_lemma_names,1.0,0,0,[],[]
/corpus/reader/wordnet.py_all_omw_synsets,1.0,0,0,[],[]
/corpus/reader/wordnet.py_all_synsets,1.0,0,0,[],[]
/corpus/reader/wordnet.py_also_sees,1.0,0,0,[],[]
/corpus/reader/wordnet.py_antonyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_apply_rules,1.0,0,0,[],[]
/corpus/reader/wordnet.py_attributes,1.0,0,0,[],[]
/corpus/reader/wordnet.py_causes,1.0,0,0,[],[]
/corpus/reader/wordnet.py_citation,1.0,0,0,[],[]
/corpus/reader/wordnet.py_common_hypernyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_count,1.0,0,0,[],[]
/corpus/reader/wordnet.py_custom_lemmas,1.0,0,0,[],[]
/corpus/reader/wordnet.py_definition,1.0,0,0,[],[]
/corpus/reader/wordnet.py_derivationally_related_forms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_disable_custom_lemmas,1.0,0,0,[],[]
/corpus/reader/wordnet.py_doc,1.0,0,0,[],[]
/corpus/reader/wordnet.py_entailments,1.0,0,0,[],[]
/corpus/reader/wordnet.py_examples,1.0,0,0,[],[]
/corpus/reader/wordnet.py_filter_forms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_frame_ids,1.0,0,0,[],[]
/corpus/reader/wordnet.py_frame_strings,1.0,0,0,[],[]
/corpus/reader/wordnet.py_get_version,1.0,0,0,[],[]
/corpus/reader/wordnet.py_hypernym_distances,1.0,0,0,[],[]
/corpus/reader/wordnet.py_hypernym_paths,1.0,0,0,[],[]
/corpus/reader/wordnet.py_hypernyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_hyponyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_ic,1.0,0,0,[],[]
/corpus/reader/wordnet.py_in_region_domains,1.0,0,0,[],[]
/corpus/reader/wordnet.py_in_topic_domains,1.0,0,0,[],[]
/corpus/reader/wordnet.py_in_usage_domains,1.0,0,0,[],[]
/corpus/reader/wordnet.py_index_sense,1.0,0,0,[],[]
/corpus/reader/wordnet.py_information_content,1.0,0,0,[],[]
/corpus/reader/wordnet.py_instance_hypernyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_instance_hyponyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_jcn_similarity,1.0,0,0,[],[]
/corpus/reader/wordnet.py_key,1.0,0,0,[],[]
/corpus/reader/wordnet.py_lang,1.0,0,0,[],[]
/corpus/reader/wordnet.py_langs,1.0,0,0,[],[]
/corpus/reader/wordnet.py_lch_similarity,1.0,0,0,[],[]
/corpus/reader/wordnet.py_lemma,1.0,0,0,[],[]
/corpus/reader/wordnet.py_lemma_count,1.0,0,0,[],[]
/corpus/reader/wordnet.py_lemma_from_key,1.0,0,0,[],[]
/corpus/reader/wordnet.py_lemma_names,1.0,0,0,[],[]
/corpus/reader/wordnet.py_lemmas,1.0,0,0,[],[]
/corpus/reader/wordnet.py_lexname,1.0,0,0,[],[]
/corpus/reader/wordnet.py_license,1.0,0,0,[],[]
/corpus/reader/wordnet.py_lin_similarity,1.0,0,0,[],[]
/corpus/reader/wordnet.py_map_to_many,1.0,0,0,[],[]
/corpus/reader/wordnet.py_map_to_one,1.0,0,0,[],[]
/corpus/reader/wordnet.py_map_wn,1.0,0,0,[],[]
/corpus/reader/wordnet.py_max_depth,1.0,0,0,[],[]
/corpus/reader/wordnet.py_member_holonyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_member_meronyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_merged_synsets,1.0,0,0,[],[]
/corpus/reader/wordnet.py_min_depth,1.0,0,0,[],[]
/corpus/reader/wordnet.py_morphy,1.0,0,0,[],[]
/corpus/reader/wordnet.py_name,1.0,0,0,[],[]
/corpus/reader/wordnet.py_of2ss,1.0,0,0,[],[]
/corpus/reader/wordnet.py_offset,1.0,0,0,[],[]
/corpus/reader/wordnet.py_part_holonyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_part_meronyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_path_similarity,1.0,0,0,[],[]
/corpus/reader/wordnet.py_pertainyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_pos,1.0,0,0,[],[]
/corpus/reader/wordnet.py_readme,1.0,0,0,[],[]
/corpus/reader/wordnet.py_region_domains,1.0,0,0,[],[]
/corpus/reader/wordnet.py_res_similarity,1.0,0,0,[],[]
/corpus/reader/wordnet.py_root_hypernyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_shortest_path_distance,1.0,0,0,[],[]
/corpus/reader/wordnet.py_similar_tos,1.0,0,0,[],[]
/corpus/reader/wordnet.py_split_synsets,1.0,0,0,[],[]
/corpus/reader/wordnet.py_ss2of,1.0,0,0,[],[]
/corpus/reader/wordnet.py_substance_holonyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_substance_meronyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_synonyms,1.0,0,0,[],[]
/corpus/reader/wordnet.py_synset,1.0,0,0,[],[]
/corpus/reader/wordnet.py_synset_from_pos_and_offset,1.0,0,0,[],[]
/corpus/reader/wordnet.py_synset_from_sense_key,1.0,0,0,[],[]
/corpus/reader/wordnet.py_synsets,1.0,0,0,[],[]
/corpus/reader/wordnet.py_syntactic_marker,1.0,0,0,[],[]
/corpus/reader/wordnet.py_topic_domains,1.0,0,0,[],[]
/corpus/reader/wordnet.py_usage_domains,1.0,0,0,[],[]
/corpus/reader/wordnet.py_verb_groups,1.0,0,0,[],[]
/corpus/reader/wordnet.py_words,1.0,0,0,[],[]
/corpus/reader/wordnet.py_wup_similarity,1.0,0,0,[],[]
/corpus/reader/xmldocs.py___init__,1.0,0,0,[],[]
/corpus/reader/xmldocs.py__detect_encoding,1.0,0,0,[],[]
/corpus/reader/xmldocs.py__read_xml_fragment,1.0,0,0,[],[]
/corpus/reader/xmldocs.py_handle_elt,1.0,0,0,[],[]
/corpus/reader/xmldocs.py_read_block,1.0,0,0,[],[]
/corpus/reader/xmldocs.py_words,1.0,0,0,[],[]
/corpus/reader/xmldocs.py_xml,1.0,0,0,[],[]
/corpus/reader/ycoe.py___init__,1.0,0,0,[],[]
/corpus/reader/ycoe.py__getfileids,1.0,0,0,[],[]
/corpus/reader/ycoe.py__parse,1.0,0,0,[],[]
/corpus/reader/ycoe.py_documents,1.0,0,0,[],[]
/corpus/reader/ycoe.py_fileids,1.0,0,0,[],[]
/corpus/reader/ycoe.py_paras,1.0,0,0,[],[]
/corpus/reader/ycoe.py_parsed_sents,1.0,0,0,[],[]
/corpus/reader/ycoe.py_sents,1.0,0,0,[],[]
/corpus/reader/ycoe.py_tagged_paras,1.0,0,0,[],[]
/corpus/reader/ycoe.py_tagged_sents,1.0,0,0,[],[]
/corpus/reader/ycoe.py_tagged_words,1.0,0,0,[],[]
/corpus/reader/ycoe.py_words,1.0,0,0,[],[]
/corpus/util.py_Foo,1.0,0,0,[],[]
/corpus/util.py___getattr__,1.0,0,0,[],[]
/corpus/util.py___init__,1.0,0,0,[],[]
/corpus/util.py___load,1.0,0,0,[],[]
/corpus/util.py___repr__,1.0,0,0,[],[]
/corpus/util.py__make_bound_method,1.0,0,0,[],[]
/corpus/util.py__unload,1.0,0,0,[],[]
/corpus/util.py_meth,1.0,0,0,[],[]
/data.py___del__,1.0,0,0,[],[]
/data.py___enter__,1.0,0,0,[],[]
/data.py___exit__,1.0,0,0,[],[]
/data.py___getattr__,1.0,0,0,[],[]
/data.py___init__,1.0,0,0,[],[]
/data.py___iter__,1.0,0,0,[],[]
/data.py___load,1.0,0,0,[],[]
/data.py___next__,1.0,0,0,[],[]
/data.py___repr__,1.0,0,0,[],[]
/data.py___str__,1.0,0,0,[],[]
/data.py__char_seek_forward,1.0,0,0,[],[]
/data.py__check_bom,1.0,0,0,[],[]
/data.py__incr_decode,1.0,0,0,[],[]
/data.py__open,1.0,0,0,[],[]
/data.py__read,1.0,0,0,[],[]
/data.py_char_seek_forward,1.0,0,0,[],[]
/data.py_clear_cache,1.0,0,0,[],[]
/data.py_close,1.0,0,0,[],[]
/data.py_closed,1.0,0,0,[],[]
/data.py_discard_line,1.0,0,0,[],[]
/data.py_entry,1.0,0,0,[],[]
/data.py_file_size,1.0,0,0,[],[]
/data.py_find,1.0,0,0,[],[]
/data.py_gzip_open_unicode,1.0,0,0,[],[]
/data.py_join,1.0,0,0,[],[]
/data.py_load,1.0,0,0,[],[]
/data.py_mode,1.0,0,0,[],[]
/data.py_name,1.0,0,0,[],[]
/data.py_next,1.0,0,0,[],[]
/data.py_normalize_resource_name,1.0,0,0,[],[]
/data.py_normalize_resource_url,1.0,0,0,[],[]
/data.py_open,1.0,0,0,[],[]
/data.py_path,1.0,0,0,[],[]
/data.py_read,1.0,0,0,[],[]
/data.py_readline,1.0,0,0,[],[]
/data.py_readlines,1.0,0,0,[],[]
/data.py_retrieve,1.0,0,0,[],[]
/data.py_seek,1.0,0,0,[],[]
/data.py_show_cfg,1.0,0,0,[],[]
/data.py_split_resource_url,1.0,0,0,[],[]
/data.py_tell,1.0,0,0,[],[]
/data.py_write,1.0,0,0,[],[]
/data.py_writestr,1.0,0,0,[],[]
/data.py_xreadlines,1.0,0,0,[],[]
/data.py_zipfile,1.0,0,0,[],[]
/decorators.py___legacysignature,1.0,0,0,[],[]
/decorators.py_decorator,1.0,0,0,[],[]
/decorators.py_decorator_factory,1.0,0,0,[],[]
/decorators.py_getattr_,1.0,0,0,[],[]
/decorators.py_getinfo,1.0,0,0,[],[]
/decorators.py_memoize,1.0,0,0,[],[]
/decorators.py_update_wrapper,1.0,0,0,[],[]
/downloader.py__DownloadThread,1.0,0,0,[],[]
/downloader.py___init__,1.0,0,0,[],[]
/downloader.py___lt__,1.0,0,0,[],[]
/downloader.py___repr__,1.0,0,0,[],[]
/downloader.py__abort_download,1.0,0,0,[],[]
/downloader.py__check_package,1.0,0,0,[],[]
/downloader.py__clear_mark,1.0,0,0,[],[]
/downloader.py__color_table,1.0,0,0,[],[]
/downloader.py__destroy,1.0,0,0,[],[]
/downloader.py__download,1.0,0,0,[],[]
/downloader.py__download_cb,1.0,0,0,[],[]
/downloader.py__download_list,1.0,0,0,[],[]
/downloader.py__download_package,1.0,0,0,[],[]
/downloader.py__download_threaded,1.0,0,0,[],[]
/downloader.py__fill_table,1.0,0,0,[],[]
/downloader.py__find_collections,1.0,0,0,[],[]
/downloader.py__find_packages,1.0,0,0,[],[]
/downloader.py__get_download_dir,1.0,0,0,[],[]
/downloader.py__get_url,1.0,0,0,[],[]
/downloader.py__indent_xml,1.0,0,0,[],[]
/downloader.py__info_edit,1.0,0,0,[],[]
/downloader.py__info_or_id,1.0,0,0,[],[]
/downloader.py__info_save,1.0,0,0,[],[]
/downloader.py__init_progressbar,1.0,0,0,[],[]
/downloader.py__interactive_download,1.0,0,0,[],[]
/downloader.py__log,1.0,0,0,[],[]
/downloader.py__mark_all,1.0,0,0,[],[]
/downloader.py__md5_hexdigest,1.0,0,0,[],[]
/downloader.py__monitor_message_queue,1.0,0,0,[],[]
/downloader.py__next_tab,1.0,0,0,[],[]
/downloader.py__num_packages,1.0,0,0,[],[]
/downloader.py__package_to_columns,1.0,0,0,[],[]
/downloader.py__pkg_status,1.0,0,0,[],[]
/downloader.py__prev_tab,1.0,0,0,[],[]
/downloader.py__progress_alive,1.0,0,0,[],[]
/downloader.py__refresh,1.0,0,0,[],[]
/downloader.py__select,1.0,0,0,[],[]
/downloader.py__select_columns,1.0,0,0,[],[]
/downloader.py__select_tab,1.0,0,0,[],[]
/downloader.py__set_download_dir,1.0,0,0,[],[]
/downloader.py__set_url,1.0,0,0,[],[]
/downloader.py__show_config,1.0,0,0,[],[]
/downloader.py__show_info,1.0,0,0,[],[]
/downloader.py__show_log,1.0,0,0,[],[]
/downloader.py__show_progress,1.0,0,0,[],[]
/downloader.py__simple_interactive_config,1.0,0,0,[],[]
/downloader.py__simple_interactive_download,1.0,0,0,[],[]
/downloader.py__simple_interactive_help,1.0,0,0,[],[]
/downloader.py__simple_interactive_menu,1.0,0,0,[],[]
/downloader.py__simple_interactive_update,1.0,0,0,[],[]
/downloader.py__svn_revision,1.0,0,0,[],[]
