sklearn_function,coverage,np_calls_count,partial_ak_coverage_sum,np_calls_array,function_ak_array
/feature_selection/tests/test_mutual_info.py_test_mutual_info_regression_X_int_dtype,0.5,2,1,['float64' 'random.RandomState'],['dtypes.float64']
/feature_selection/tests/test_mutual_info.py_test_mutual_information_symmetry_classif_regression,0.5,2,1,['float64' 'random.RandomState'],['dtypes.float64']
/feature_selection/tests/test_rfe.py_TestEstimator,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py___init__,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py__more_tags,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_fit,1.0,3,3,['ones' 'ones' 'float64'],"['pdarraycreation.ones' 'array_api._creation_functions.ones'
 'dtypes.float64']"
/feature_selection/tests/test_rfe.py_formula1,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_formula2,1.0,2,2,['ceil' 'ceil'],['numeric.ceil' 'array_api._elementwise_functions.ceil']
/feature_selection/tests/test_rfe.py_get_params,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_predict,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_score,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_set_params,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_test_RFE_fit_score_params,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_test_multioutput,0.5,2,1,['random.randint' 'random.normal'],['pdarraycreation.randint']
/feature_selection/tests/test_rfe.py_test_number_of_subsets_of_features,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_test_pipeline_with_nans,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_test_rfe,0.0,1,0,['c_'],[]
/feature_selection/tests/test_rfe.py_test_rfe_allow_nan_inf_in_x,0.0,1,0,['inf'],[]
/feature_selection/tests/test_rfe.py_test_rfe_cv_groups,1.0,4,4,['linspace' 'floor' 'floor' 'linspace'],"['array_api._creation_functions.linspace'
 'array_api._elementwise_functions.floor' 'numeric.floor'
 'pdarraycreation.linspace']"
/feature_selection/tests/test_rfe.py_test_rfe_cv_n_jobs,0.0,1,0,['c_'],[]
/feature_selection/tests/test_rfe.py_test_rfe_estimator_attribute_error,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_test_rfe_estimator_tags,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_test_rfe_features_importance,0.0,1,0,['c_'],[]
/feature_selection/tests/test_rfe.py_test_rfe_importance_getter_validation,1.0,4,4,['log' 'log' 'exp' 'exp'],"['array_api._elementwise_functions.log' 'numeric.log' 'numeric.exp'
 'array_api._elementwise_functions.exp']"
/feature_selection/tests/test_rfe.py_test_rfe_min_step,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_test_rfe_mockclassifier,0.0,1,0,['c_'],[]
/feature_selection/tests/test_rfe.py_test_rfe_percent_n_features,0.0,1,0,['c_'],[]
/feature_selection/tests/test_rfe.py_test_rfe_pls,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_test_rfecv,0.0,1,0,['c_'],[]
/feature_selection/tests/test_rfe.py_test_rfecv_cv_results_size,0.67,3,2,['c_' 'ceil' 'ceil'],['numeric.ceil' 'array_api._elementwise_functions.ceil']
/feature_selection/tests/test_rfe.py_test_rfecv_mockclassifier,0.0,1,0,['c_'],[]
/feature_selection/tests/test_rfe.py_test_rfecv_std_and_mean,0.83,6,5,['c_' 'mean' 'mean' 'asarray' 'std' 'std'],"['array_api._statistical_functions.mean' 'pdarrayclass.mean'
 'array_api._creation_functions.asarray'
 'array_api._statistical_functions.std' 'pdarrayclass.std']"
/feature_selection/tests/test_rfe.py_test_rfecv_verbose_output,0.0,1,0,['c_'],[]
/feature_selection/tests/test_rfe.py_test_scorer,1.0,0,0,[],[]
/feature_selection/tests/test_rfe.py_test_w_pipeline_2d_coef_,1.0,0,0,[],[]
/feature_selection/tests/test_sequential.py_test_backward_neg_tol,1.0,0,0,[],[]
/feature_selection/tests/test_sequential.py_test_bad_n_features_to_select,1.0,0,0,[],[]
/feature_selection/tests/test_sequential.py_test_cv_generator_support,1.0,2,2,['zeros_like' 'zeros_like'],['array_api._creation_functions.zeros_like' 'pdarraycreation.zeros_like']
/feature_selection/tests/test_sequential.py_test_forward_neg_tol_error,1.0,0,0,[],[]
/feature_selection/tests/test_sequential.py_test_n_features_to_select,1.0,0,0,[],[]
/feature_selection/tests/test_sequential.py_test_n_features_to_select_auto,1.0,0,0,[],[]
/feature_selection/tests/test_sequential.py_test_n_features_to_select_float,1.0,0,0,[],[]
/feature_selection/tests/test_sequential.py_test_n_features_to_select_stopping_criterion,0.0,4,0,['random.RandomState' 'delete' 'newaxis' 'hstack'],[]
/feature_selection/tests/test_sequential.py_test_nan_support,0.0,1,0,['random.RandomState'],[]
/feature_selection/tests/test_sequential.py_test_no_y_validation_model_fit,1.0,0,0,[],[]
/feature_selection/tests/test_sequential.py_test_pipeline_support,1.0,0,0,[],[]
/feature_selection/tests/test_sequential.py_test_sanity,0.0,1,0,['random.RandomState'],[]
/feature_selection/tests/test_sequential.py_test_sparse_support,1.0,0,0,[],[]
/feature_selection/tests/test_sequential.py_test_unsupervised_model_fit,1.0,0,0,[],[]
/feature_selection/tests/test_variance_threshold.py_test_variance_nan,1.0,2,2,['float64' 'array'],['dtypes.float64' 'pdarraycreation.array']
/feature_selection/tests/test_variance_threshold.py_test_variance_threshold,1.0,0,0,[],[]
/feature_selection/tests/test_variance_threshold.py_test_zero_variance,1.0,0,0,[],[]
/feature_selection/tests/test_variance_threshold.py_test_zero_variance_floating_point_error,1.0,0,0,[],[]
/feature_selection/tests/test_variance_threshold.py_test_zero_variance_value_error,1.0,0,0,[],[]
/gaussian_process/_gpc.py___init__,1.0,0,0,[],[]
/gaussian_process/_gpc.py__constrained_optimization,1.0,0,0,[],[]
/gaussian_process/_gpc.py__posterior_mode,0.8,15,12,"['log' 'log' 'zeros_like' 'float64' 'zeros_like' 'sqrt' 'exp' 'exp' 'diag'
 'log1p' 'log1p' 'sqrt' 'eye' 'inf' 'newaxis']","['array_api._elementwise_functions.log' 'numeric.log'
 'array_api._creation_functions.zeros_like' 'dtypes.float64'
 'pdarraycreation.zeros_like' 'array_api._elementwise_functions.sqrt'
 'numeric.exp' 'array_api._elementwise_functions.exp'
 'array_api._elementwise_functions.log1p' 'numeric.log1p'
 'pdarrayclass.sqrt' 'array_api._creation_functions.eye']"
/gaussian_process/_gpc.py_fit,0.8,5,4,['mean' 'mean' 'copy' 'unique' 'unique'],"['array_api._statistical_functions.mean' 'pdarrayclass.mean'
 'groupbyclass.unique' 'categorical.Categorical.unique']"
/gaussian_process/_gpc.py_kernel_,1.0,0,0,[],[]
/gaussian_process/_gpc.py_log_marginal_likelihood,1.0,0,0,[],[]
/gaussian_process/_gpc.py_obj_func,1.0,0,0,[],[]
/gaussian_process/_gpc.py_predict,1.0,2,2,['where' 'where'],['array_api._searching_functions.where' 'numeric.where']
/gaussian_process/_gpc.py_predict_proba,0.33,6,2,['vstack' 'pi' 'einsum' 'sqrt' 'sqrt' 'newaxis'],['array_api._elementwise_functions.sqrt' 'pdarrayclass.sqrt']
/gaussian_process/_gpr.py___init__,1.0,0,0,[],[]
/gaussian_process/_gpr.py__constrained_optimization,1.0,0,0,[],[]
/gaussian_process/_gpr.py__more_tags,1.0,0,0,[],[]
/gaussian_process/_gpr.py_fit,0.8,10,8,['mean' 'mean' 'iterable' 'copy' 'zeros' 'zeros' 'ones' 'std' 'std' 'ones'],"['pdarrayclass.mean' 'array_api._statistical_functions.mean'
 'pdarraycreation.zeros' 'array_api._creation_functions.zeros'
 'array_api._creation_functions.ones'
 'array_api._statistical_functions.std' 'pdarrayclass.std'
 'pdarraycreation.ones']"
/gaussian_process/_gpr.py_log_marginal_likelihood,1.0,0,0,[],[]
/gaussian_process/_gpr.py_obj_func,1.0,0,0,[],[]
/gaussian_process/_gpr.py_predict,0.73,11,8,"['repeat' 'zeros' 'squeeze' 'einsum' 'sqrt' 'sqrt' 'zeros' 'expand_dims'
 'outer' 'any' 'any']","['pdarraycreation.zeros' 'array_api._manipulation_functions.squeeze'
 'pdarrayclass.sqrt' 'array_api._elementwise_functions.sqrt'
 'array_api._creation_functions.zeros'
 'array_api._manipulation_functions.expand_dims'
 'array_api._utility_functions.any' 'pdarrayclass.any']"
/gaussian_process/_gpr.py_sample_y,0.0,2,0,['newaxis' 'hstack'],[]
/gaussian_process/kernels.py___add__,1.0,0,0,[],[]
/gaussian_process/kernels.py___call__,0.71,31,22,"['cos' 'cos' 'inf' 'array' 'pi' 'exp' 'sin' 'divide' 'sqrt'
 'fill_diagonal' 'atleast_1d' 'atleast_2d' 'empty' 'exp' 'sqrt' 'zeros'
 'zeros' 'sin' 'log' 'inner' 'dstack' 'finfo' 'zeros_like' 'zeros_like'
 'log' 'eye' 'concatenate' 'full' 'full' 'concatenate' 'newaxis']","['array_api._elementwise_functions.cos' 'numeric.cos'
 'pdarraycreation.array' 'numeric.exp' 'numeric.sin'
 'array_api._elementwise_functions.divide' 'pdarrayclass.sqrt'
 'array_api._creation_functions.empty'
 'array_api._elementwise_functions.exp'
 'array_api._elementwise_functions.sqrt'
 'array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'array_api._elementwise_functions.sin'
 'array_api._elementwise_functions.log' 'pdarraycreation.zeros_like'
 'array_api._creation_functions.zeros_like' 'numeric.log'
 'array_api._creation_functions.eye' 'pdarraysetops.concatenate'
 'pdarraycreation.full' 'array_api._creation_functions.full'
 'util.concatenate']"
/gaussian_process/kernels.py___eq__,1.0,4,4,['all' 'any' 'any' 'all'],"['array_api._utility_functions.all' 'array_api._utility_functions.any'
 'pdarrayclass.any' 'pdarrayclass.all']"
/gaussian_process/kernels.py___init__,1.0,0,0,[],[]
/gaussian_process/kernels.py___mul__,1.0,0,0,[],[]
/gaussian_process/kernels.py___new__,0.0,2,0,['repeat' 'atleast_2d'],[]
/gaussian_process/kernels.py___pow__,1.0,0,0,[],[]
/gaussian_process/kernels.py___radd__,1.0,0,0,[],[]
/gaussian_process/kernels.py___repr__,0.67,3,2,['sqrt' 'ravel' 'sqrt'],['array_api._elementwise_functions.sqrt' 'pdarrayclass.sqrt']
/gaussian_process/kernels.py___rmul__,1.0,0,0,[],[]
/gaussian_process/kernels.py__approx_fprime,1.0,2,2,['zeros' 'zeros'],['array_api._creation_functions.zeros' 'pdarraycreation.zeros']
/gaussian_process/kernels.py__check_bounds_params,0.0,2,0,['isclose' 'atleast_2d'],[]
/gaussian_process/kernels.py__check_length_scale,0.5,2,1,['squeeze' 'ndim'],['array_api._manipulation_functions.squeeze']
/gaussian_process/kernels.py_anisotropic,0.0,1,0,['iterable'],[]
/gaussian_process/kernels.py_bounds,0.75,4,3,['vstack' 'log' 'log' 'array'],"['array_api._elementwise_functions.log' 'numeric.log'
 'pdarraycreation.array']"
/gaussian_process/kernels.py_clone_with_theta,1.0,0,0,[],[]
/gaussian_process/kernels.py_diag,0.56,9,5,"['vstack' 'full' 'full' 'einsum' 'apply_along_axis' 'array' 'diag' 'ones'
 'ones']","['array_api._creation_functions.full' 'pdarraycreation.full'
 'pdarraycreation.array' 'array_api._creation_functions.ones'
 'pdarraycreation.ones']"
/gaussian_process/kernels.py_f,1.0,2,2,['exp' 'exp'],['numeric.exp' 'array_api._elementwise_functions.exp']
/gaussian_process/kernels.py_get_params,1.0,0,0,[],[]
/gaussian_process/kernels.py_hyperparameter_alpha,1.0,0,0,[],[]
/gaussian_process/kernels.py_hyperparameter_constant_value,1.0,0,0,[],[]
/gaussian_process/kernels.py_hyperparameter_gamma,1.0,0,0,[],[]
/gaussian_process/kernels.py_hyperparameter_length_scale,1.0,0,0,[],[]
/gaussian_process/kernels.py_hyperparameter_noise_level,1.0,0,0,[],[]
/gaussian_process/kernels.py_hyperparameter_periodicity,1.0,0,0,[],[]
/gaussian_process/kernels.py_hyperparameter_sigma_0,1.0,0,0,[],[]
/gaussian_process/kernels.py_hyperparameters,1.0,0,0,[],[]
/gaussian_process/kernels.py_is_stationary,1.0,2,2,['all' 'all'],['pdarrayclass.all' 'array_api._utility_functions.all']
/gaussian_process/kernels.py_n_dims,1.0,0,0,[],[]
/gaussian_process/kernels.py_requires_vector_input,1.0,2,2,['any' 'any'],['pdarrayclass.any' 'array_api._utility_functions.any']
/gaussian_process/kernels.py_set_params,1.0,0,0,[],[]
/gaussian_process/kernels.py_theta,0.71,7,5,['log' 'exp' 'append' 'exp' 'array' 'hstack' 'log'],"['array_api._elementwise_functions.log' 'numeric.exp'
 'array_api._elementwise_functions.exp' 'pdarraycreation.array'
 'numeric.log']"
/gaussian_process/tests/_mini_sequence_kernel.py___call__,1.0,1,1,['array'],['pdarraycreation.array']
/gaussian_process/tests/_mini_sequence_kernel.py___init__,1.0,0,0,[],[]
/gaussian_process/tests/_mini_sequence_kernel.py__f,1.0,0,0,[],[]
/gaussian_process/tests/_mini_sequence_kernel.py__g,1.0,0,0,[],[]
/gaussian_process/tests/_mini_sequence_kernel.py_clone_with_theta,1.0,0,0,[],[]
/gaussian_process/tests/_mini_sequence_kernel.py_diag,1.0,1,1,['array'],['pdarraycreation.array']
/gaussian_process/tests/_mini_sequence_kernel.py_hyperparameter_baseline_similarity,1.0,0,0,[],[]
/gaussian_process/tests/test_gpc.py_f,1.0,2,2,['sin' 'sin'],['array_api._elementwise_functions.sin' 'numeric.sin']
/gaussian_process/tests/test_gpc.py_optimizer,0.0,4,0,['random.RandomState' 'minimum' 'maximum' 'atleast_1d'],[]
/gaussian_process/tests/test_gpc.py_test_converged_to_local_maximum,0.67,3,2,['all' 'all' 'abs'],['pdarrayclass.all' 'array_api._utility_functions.all']
/gaussian_process/tests/test_gpc.py_test_custom_optimizer,1.0,0,0,[],[]
/gaussian_process/tests/test_gpc.py_test_gpc_fit_error,1.0,0,0,[],[]
/gaussian_process/tests/test_gpc.py_test_lml_improving,1.0,0,0,[],[]
/gaussian_process/tests/test_gpc.py_test_lml_precomputed,1.0,0,0,[],[]
/gaussian_process/tests/test_gpc.py_test_lml_without_cloning_kernel,1.0,3,3,['ones' 'ones' 'float64'],"['pdarraycreation.ones' 'array_api._creation_functions.ones'
 'dtypes.float64']"
/gaussian_process/tests/test_gpc.py_test_multi_class,1.0,2,2,['argmax' 'argmax'],['array_api._searching_functions.argmax' 'pdarrayclass.argmax']
/gaussian_process/tests/test_gpc.py_test_multi_class_n_jobs,1.0,0,0,[],[]
/gaussian_process/tests/test_gpc.py_test_predict_consistent,1.0,0,0,[],[]
/gaussian_process/tests/test_gpc.py_test_predict_consistent_structured,1.0,1,1,['array'],['pdarraycreation.array']
/gaussian_process/tests/test_gpc.py_test_random_starts,0.5,6,3,['random.RandomState' 'float32' 'sin' 'sin' 'finfo' 'inf'],['dtypes.float32' 'array_api._elementwise_functions.sin' 'numeric.sin']
/gaussian_process/tests/test_gpc.py_test_warning_bounds,0.0,1,0,['tile'],[]
/gaussian_process/tests/test_gpr.py_diag,1.0,0,0,[],[]
/gaussian_process/tests/test_gpr.py_f,1.0,2,2,['sin' 'sin'],['numeric.sin' 'array_api._elementwise_functions.sin']
/gaussian_process/tests/test_gpr.py_optimizer,0.0,4,0,['atleast_1d' 'maximum' 'random.RandomState' 'minimum'],[]
/gaussian_process/tests/test_gpr.py_test_anisotropic_kernel,0.67,3,2,['random.RandomState' 'exp' 'exp'],['array_api._elementwise_functions.exp' 'numeric.exp']
/gaussian_process/tests/test_gpr.py_test_bound_check_fixed_hyperparameter,1.0,0,0,[],[]
/gaussian_process/tests/test_gpr.py_test_constant_target,0.78,9,7,"['ones' 'concatenate' 'ones' 'concatenate' 'float64' 'full'
 'random.RandomState' 'diag' 'full']","['pdarraycreation.ones' 'util.concatenate'
 'array_api._creation_functions.ones' 'pdarraysetops.concatenate'
 'dtypes.float64' 'array_api._creation_functions.full'
 'pdarraycreation.full']"
/gaussian_process/tests/test_gpr.py_test_converged_to_local_maximum,0.67,3,2,['abs' 'all' 'all'],['array_api._utility_functions.all' 'pdarrayclass.all']
/gaussian_process/tests/test_gpr.py_test_custom_optimizer,1.0,0,0,[],[]
/gaussian_process/tests/test_gpr.py_test_duplicate_input,0.5,4,2,['vstack' 'linspace' 'hstack' 'linspace'],['pdarraycreation.linspace' 'array_api._creation_functions.linspace']
/gaussian_process/tests/test_gpr.py_test_gpr_consistency_std_cov_non_invertible_kernel,0.75,4,3,['array' 'sqrt' 'diagonal' 'sqrt'],"['pdarraycreation.array' 'pdarrayclass.sqrt'
 'array_api._elementwise_functions.sqrt']"
/gaussian_process/tests/test_gpr.py_test_gpr_correct_error_message,0.8,5,4,['linalg.LinAlgError' 'arange' 'ones' 'ones' 'arange'],"['array_api._creation_functions.arange'
 'array_api._creation_functions.ones' 'pdarraycreation.ones'
 'pdarraycreation.arange']"
/gaussian_process/tests/test_gpr.py_test_gpr_fit_error,1.0,0,0,[],[]
/gaussian_process/tests/test_gpr.py_test_gpr_interpolation,0.0,1,0,['diag'],[]
/gaussian_process/tests/test_gpr.py_test_gpr_interpolation_structured,0.67,3,2,['diag' 'eye' 'array'],['array_api._creation_functions.eye' 'pdarraycreation.array']
/gaussian_process/tests/test_gpr.py_test_gpr_lml_error,1.0,0,0,[],[]
/gaussian_process/tests/test_gpr.py_test_gpr_predict_error,1.0,0,0,[],[]
/gaussian_process/tests/test_gpr.py_test_gpr_predict_input_not_modified,0.0,1,0,['copy'],[]
/gaussian_process/tests/test_gpr.py_test_large_variance_y,0.75,4,3,['sqrt' 'array' 'sqrt' 'vstack'],"['pdarrayclass.sqrt' 'pdarraycreation.array'
 'array_api._elementwise_functions.sqrt']"
/gaussian_process/tests/test_gpr.py_test_lml_improving,1.0,0,0,[],[]
/gaussian_process/tests/test_gpr.py_test_lml_precomputed,1.0,0,0,[],[]
/gaussian_process/tests/test_gpr.py_test_lml_without_cloning_kernel,1.0,3,3,['ones' 'ones' 'float64'],"['array_api._creation_functions.ones' 'pdarraycreation.ones'
 'dtypes.float64']"
/gaussian_process/tests/test_gpr.py_test_n_targets_error,0.0,1,0,['random.RandomState'],[]
/gaussian_process/tests/test_gpr.py_test_no_fit_default_predict,1.0,0,0,[],[]
/gaussian_process/tests/test_gpr.py_test_no_optimizer,1.0,2,2,['exp' 'exp'],['array_api._elementwise_functions.exp' 'numeric.exp']
/gaussian_process/tests/test_gpr.py_test_predict_cov_vs_std,0.67,3,2,['sqrt' 'sqrt' 'diag'],['array_api._elementwise_functions.sqrt' 'pdarrayclass.sqrt']
/gaussian_process/tests/test_gpr.py_test_predict_shape_with_prior,0.0,1,0,['random.RandomState'],[]
/gaussian_process/tests/test_gpr.py_test_predict_shapes,0.0,1,0,['random.RandomState'],[]
/gaussian_process/tests/test_gpr.py_test_prior,0.67,3,2,['exp' 'diag' 'exp'],['numeric.exp' 'array_api._elementwise_functions.exp']
/gaussian_process/tests/test_gpr.py_test_random_starts,0.5,6,3,['float32' 'sin' 'inf' 'finfo' 'sin' 'random.RandomState'],['dtypes.float32' 'numeric.sin' 'array_api._elementwise_functions.sin']
/gaussian_process/tests/test_gpr.py_test_sample_statistics,0.8,5,4,['mean' 'mean' 'var' 'var' 'diag'],"['array_api._statistical_functions.mean' 'pdarrayclass.mean'
 'array_api._statistical_functions.var' 'pdarrayclass.var']"
/gaussian_process/tests/test_gpr.py_test_sample_y_shape_with_prior,0.0,1,0,['random.RandomState'],[]
/gaussian_process/tests/test_gpr.py_test_sample_y_shapes,0.0,1,0,['random.RandomState'],[]
/gaussian_process/tests/test_gpr.py_test_solution_inside_bounds,0.67,3,2,['isfinite' 'isfinite' 'finfo'],['array_api._elementwise_functions.isfinite' 'numeric.isfinite']
/gaussian_process/tests/test_gpr.py_test_warning_bounds,0.0,1,0,['tile'],[]
/gaussian_process/tests/test_gpr.py_test_y_multioutput,0.0,1,0,['vstack'],[]
/gaussian_process/tests/test_gpr.py_test_y_normalization,1.0,4,4,['mean' 'mean' 'std' 'std'],"['array_api._statistical_functions.mean' 'pdarrayclass.mean'
 'pdarrayclass.std' 'array_api._statistical_functions.std']"
/gaussian_process/tests/test_kernels.py_check_hyperparameters_equal,1.0,0,0,[],[]
/gaussian_process/tests/test_kernels.py_eval_kernel_for_theta,1.0,0,0,[],[]
/gaussian_process/tests/test_kernels.py_test_auto_vs_cross,1.0,0,0,[],[]
/gaussian_process/tests/test_kernels.py_test_compound_kernel_input_type,1.0,0,0,[],[]
/gaussian_process/tests/test_kernels.py_test_kernel_anisotropic,1.0,3,3,['array' 'log' 'log'],"['pdarraycreation.array' 'array_api._elementwise_functions.log'
 'numeric.log']"
/gaussian_process/tests/test_kernels.py_test_kernel_clone,1.0,0,0,[],[]
/gaussian_process/tests/test_kernels.py_test_kernel_clone_after_set_params,0.0,1,0,['iterable'],[]
/gaussian_process/tests/test_kernels.py_test_kernel_diag,0.0,1,0,['diag'],[]
/gaussian_process/tests/test_kernels.py_test_kernel_gradient,1.0,0,0,[],[]
/gaussian_process/tests/test_kernels.py_test_kernel_input_type,1.0,0,0,[],[]
/gaussian_process/tests/test_kernels.py_test_kernel_operator_commutative,1.0,0,0,[],[]
/gaussian_process/tests/test_kernels.py_test_kernel_stationary,0.0,1,0,['diag'],[]
/gaussian_process/tests/test_kernels.py_test_kernel_versus_pairwise,1.0,0,0,[],[]
/gaussian_process/tests/test_kernels.py_test_matern_kernel,0.67,6,4,['ones' 'inf' 'exp' 'ones' 'diag' 'exp'],"['array_api._creation_functions.ones'
 'array_api._elementwise_functions.exp' 'pdarraycreation.ones'
 'numeric.exp']"
/gaussian_process/tests/test_kernels.py_test_rational_quadratic_kernel,1.0,0,0,[],[]
/gaussian_process/tests/test_kernels.py_test_repr_kernels,1.0,0,0,[],[]
/gaussian_process/tests/test_kernels.py_test_set_get_params,1.0,2,2,['exp' 'exp'],['numeric.exp' 'array_api._elementwise_functions.exp']
/impute/__init__.py___getattr__,1.0,0,0,[],[]
/impute/_base.py___init__,1.0,0,0,[],[]
/impute/_base.py__check_inputs_dtype,1.0,0,0,[],[]
/impute/_base.py__concatenate_indicator,0.0,1,0,['hstack'],[]
/impute/_base.py__concatenate_indicator_feature_names_out,1.0,2,2,['concatenate' 'concatenate'],['util.concatenate' 'pdarraysetops.concatenate']
/impute/_base.py__dense_fit,0.6,10,6,"['logical_not' 'ma.median' 'ma.getmaskarray' 'empty' 'ma.mean'
 'ma.getmask' 'ma.getdata' 'full' 'ma.mean' 'full']","['array_api._elementwise_functions.logical_not'
 'array_api._creation_functions.empty'
 'array_api._statistical_functions.mean'
 'array_api._creation_functions.full' 'pdarrayclass.mean'
 'pdarraycreation.full']"
/impute/_base.py__fit,1.0,0,0,[],[]
/impute/_base.py__fit_indicator,1.0,0,0,[],[]
/impute/_base.py__get_missing_features_info,0.67,3,2,['flatnonzero' 'arange' 'arange'],['array_api._creation_functions.arange' 'pdarraycreation.arange']
/impute/_base.py__more_tags,1.0,0,0,[],[]
/impute/_base.py__most_frequent,1.0,0,0,[],[]
/impute/_base.py__sparse_fit,0.5,2,1,['empty' 'diff'],['array_api._creation_functions.empty']
/impute/_base.py__transform_indicator,1.0,0,0,[],[]
/impute/_base.py__validate_input,1.0,1,1,['can_cast'],['array_api._data_type_functions.can_cast']
/impute/_base.py_fit,1.0,0,0,[],[]
/impute/_base.py_fit_transform,1.0,0,0,[],[]
/impute/_base.py_get_feature_names_out,1.0,2,2,['logical_not' 'asarray'],"['array_api._elementwise_functions.logical_not'
 'array_api._creation_functions.asarray']"
/impute/_base.py_inverse_transform,1.0,4,4,['all' 'zeros' 'zeros' 'all'],"['array_api._utility_functions.all' 'pdarraycreation.zeros'
 'array_api._creation_functions.zeros' 'pdarrayclass.all']"
/impute/_base.py_transform,0.73,11,8,"['logical_not' 'arange' 'diff' 'where' 'arange' 'flatnonzero' 'sum'
 'repeat' 'where' 'setdiff1d' 'sum']","['array_api._elementwise_functions.logical_not' 'pdarraycreation.arange'
 'numeric.where' 'array_api._creation_functions.arange'
 'array_api._statistical_functions.sum'
 'array_api._searching_functions.where' 'pdarraysetops.setdiff1d'
 'pdarrayclass.sum']"
/impute/_iterative.py___init__,0.0,1,0,['inf'],[]
/impute/_iterative.py__assign_where,1.0,0,0,[],[]
/impute/_iterative.py__get_abs_corr_mat,0.29,7,2,['fill_diagonal' 'abs' 'isnan' 'corrcoef' 'errstate' 'clip' 'isnan'],['numeric.isnan' 'array_api._elementwise_functions.isnan']
/impute/_iterative.py__get_neighbor_feat_idx,1.0,4,4,['concatenate' 'arange' 'arange' 'concatenate'],"['util.concatenate' 'array_api._creation_functions.arange'
 'pdarraycreation.arange' 'pdarraysetops.concatenate']"
/impute/_iterative.py__get_ordered_idx,0.67,6,4,['flatnonzero' 'arange' 'shape' 'arange' 'argsort' 'argsort'],"['pdarraycreation.arange' 'array_api._creation_functions.arange'
 'array_api._sorting_functions.argsort' 'sorting.argsort']"
/impute/_iterative.py__impute_one_feature,1.0,0,0,[],[]
/impute/_iterative.py__initial_imputation,0.75,4,3,['flatnonzero' 'isnan' 'isnan' 'logical_not'],"['array_api._elementwise_functions.isnan' 'numeric.isnan'
 'array_api._elementwise_functions.logical_not']"
/impute/_iterative.py__validate_limit,0.5,4,2,['full' 'full' 'isscalar' 'inf'],['pdarraycreation.full' 'array_api._creation_functions.full']
/impute/_iterative.py_fit,1.0,0,0,[],[]
/impute/_iterative.py_fit_transform,0.63,8,5,['all' 'inf' 'all' 'linalg.norm' 'greater' 'max' 'max' 'abs'],"['pdarrayclass.all' 'array_api._utility_functions.all'
 'array_api._elementwise_functions.greater'
 'array_api._statistical_functions.max' 'pdarrayclass.max']"
/impute/_iterative.py_get_feature_names_out,1.0,0,0,[],[]
/impute/_iterative.py_get_metadata_routing,1.0,0,0,[],[]
/impute/_iterative.py_transform,1.0,2,2,['all' 'all'],['pdarrayclass.all' 'array_api._utility_functions.all']
/impute/_knn.py___init__,1.0,0,0,[],[]
/impute/_knn.py__calc_impute,0.71,7,5,['ma.array' 'arange' 'argpartition' 'ma.average' 'arange' 'isnan' 'isnan'],"['pdarraycreation.array' 'pdarraycreation.arange'
 'array_api._creation_functions.arange' 'numeric.isnan'
 'array_api._elementwise_functions.isnan']"
/impute/_knn.py_fit,1.0,2,2,['all' 'all'],['array_api._utility_functions.all' 'pdarrayclass.all']
/impute/_knn.py_get_feature_names_out,1.0,0,0,[],[]
/impute/_knn.py_process_chunk,0.86,7,6,['flatnonzero' 'any' 'nonzero' 'ma.array' 'any' 'isnan' 'isnan'],"['array_api._utility_functions.any'
 'array_api._searching_functions.nonzero' 'pdarraycreation.array'
 'pdarrayclass.any' 'array_api._elementwise_functions.isnan'
 'numeric.isnan']"
/impute/_knn.py_transform,0.88,8,7,['any' 'any' 'flatnonzero' 'arange' 'zeros' 'arange' 'zeros' 'logical_not'],"['pdarrayclass.any' 'array_api._utility_functions.any'
 'pdarraycreation.arange' 'array_api._creation_functions.zeros'
 'array_api._creation_functions.arange' 'pdarraycreation.zeros'
 'array_api._elementwise_functions.logical_not']"
/impute/tests/test_base.py_data,0.0,1,0,['random.randn'],[]
/impute/tests/test_base.py_fit,1.0,0,0,[],[]
/impute/tests/test_base.py_test_assign_where,0.0,1,0,['random.RandomState'],[]
/impute/tests/test_base.py_test_base_imputer_not_fit,1.0,0,0,[],[]
/impute/tests/test_base.py_test_base_imputer_not_transform,1.0,0,0,[],[]
/impute/tests/test_base.py_test_base_no_precomputed_mask_fit,1.0,0,0,[],[]
/impute/tests/test_base.py_test_base_no_precomputed_mask_transform,1.0,0,0,[],[]
/impute/tests/test_base.py_transform,1.0,0,0,[],[]
/impute/tests/test_common.py_imputers,1.0,0,0,[],[]
